,object id,city,district,sub district key,street,year,month,hour of day,weekday,category,accident type,accident type 2,light situation,bike involved,car involved,pedestrian involved,motor bike involved,big track involved,other vehicle involved,road condition
0,49090,11,12,12301203,Wittenau Süd,2019,1,13,6,3,5,3,0,1,1,0,0,0,0,1
1,49091,11,3,3040818,Pankow Süd,2019,1,9,5,3,5,3,0,1,1,0,0,0,0,0
2,49093,11,12,12103115,Breitkopfbecken,2019,3,21,6,3,0,1,2,1,0,0,0,0,0,0
3,49096,11,6,6040703,Nikolassee,2019,1,7,6,2,6,4,1,0,1,1,0,0,0,1
4,49097,11,7,7030303,Grazer Platz,2019,2,15,3,3,2,6,0,0,1,0,0,0,0,0
5,49100,11,5,5020629,Börnicker Straße,2019,1,7,5,3,2,6,2,0,1,0,0,0,0,1
6,49101,11,5,5020524,Weinmeisterhornweg,2019,1,8,3,3,6,6,0,0,1,1,0,0,0,0
7,49105,11,2,2050602,Samariterviertel,2019,1,7,5,3,6,2,0,0,1,1,0,0,0,1
8,49106,11,5,5020524,Weinmeisterhornweg,2019,2,18,1,3,5,2,2,0,1,0,0,0,0,0
9,49109,11,7,7050502,Fritz-Werner-Straße,2019,1,17,5,3,3,2,2,0,1,0,0,0,1,0
10,49111,11,7,7040402,Lindenhofsiedlung,2019,1,18,5,3,2,6,2,0,1,0,0,0,1,0
11,49114,11,4,4051551,Brabanter Platz,2019,1,16,5,2,0,1,2,0,0,0,1,0,0,0
12,49115,11,4,4010101,Jungfernheide,2019,2,12,6,3,2,6,0,0,0,0,0,1,1,0
13,49118,11,1,1011204,Leipziger Straße,2019,3,13,5,3,2,6,0,0,1,0,0,0,0,0
14,49121,11,4,4041133,Güterbahnhof Grunewald,2019,1,17,4,3,2,6,2,0,1,0,0,0,0,1
15,49124,11,1,1011202,Unter den Linden Nord,2019,1,12,4,3,2,6,0,0,1,0,0,0,0,1
16,49125,11,3,3020209,Niederschönhausen,2019,1,13,4,3,5,3,0,0,1,0,0,1,0,0
17,49128,11,12,12103219,Schäfersee,2019,1,17,4,3,6,2,2,0,1,1,0,0,0,1
18,49131,11,9,9020601,Schnellerstraße,2019,1,6,4,3,3,6,2,0,1,0,1,0,0,1
19,49132,11,1,1033203,Humboldthain Nordwest,2019,2,6,7,2,5,2,2,0,1,0,1,0,0,0
20,49135,11,9,9010302,Späthsfelde,2019,1,5,4,3,3,6,2,0,1,0,0,1,0,1
21,49136,11,1,1011202,Unter den Linden Nord,2019,1,11,1,3,5,3,0,1,0,0,0,0,0,1
22,49140,11,2,2050602,Samariterviertel,2019,1,8,4,3,5,3,1,1,1,0,0,0,0,1
23,49141,11,12,12301203,Wittenau Süd,2019,2,15,6,3,5,3,0,0,1,0,0,0,1,0
24,49144,11,3,3061429,Greifswalder Straße,2019,1,7,4,3,6,4,2,0,1,1,0,0,0,1
25,49147,11,4,4010103,Paul-Hertz-Siedlung,2019,1,7,4,3,2,6,2,0,1,0,0,0,0,1
26,49150,11,6,6040703,Nikolassee,2019,1,7,4,2,6,2,2,0,1,1,0,0,0,1
27,49151,11,6,6030605,Botanischer Garten,2019,2,18,3,3,2,6,2,0,1,0,0,0,0,0
28,49154,11,6,6040702,Düppel,2019,1,9,3,3,2,6,0,0,1,0,0,0,0,1
29,49155,11,7,7050501,Rathausstraße,2019,2,10,7,3,2,6,0,0,1,0,0,0,0,0
30,49158,11,1,1011105,Nördlicher Landwehrkanal,2019,1,19,3,3,2,6,2,0,1,0,0,0,0,1
31,49160,11,2,2050802,Boxhagener Platz,2019,1,19,3,3,2,6,2,1,0,0,0,0,0,1
32,49163,11,7,7050502,Fritz-Werner-Straße,2019,1,17,3,3,5,3,2,0,1,0,0,0,0,1
33,49164,11,10,10010309,Springpfuhl,2019,2,10,4,2,5,3,0,1,1,0,0,0,0,0
34,49166,11,4,4041239,Stadion Wilmersdorf,2019,3,14,4,3,2,6,0,0,1,0,0,0,0,0
35,49169,11,3,3051017,Rennbahnstraße,2019,1,12,3,3,4,1,0,0,1,0,0,0,0,1
36,49172,11,7,7040401,Neu-Tempelhof,2019,1,19,2,3,6,4,2,0,0,1,0,0,1,1
37,49173,11,6,6040701,Wannsee,2019,1,17,4,2,0,1,2,0,0,0,1,0,0,1
38,49178,11,7,7050501,Rathausstraße,2019,1,12,1,3,6,2,0,0,1,1,0,0,0,0
39,49179,11,4,4041134,Bismarckallee,2019,2,5,6,3,0,1,1,0,0,0,1,0,0,1
40,49182,11,2,2050602,Samariterviertel,2019,1,11,7,3,5,2,0,0,1,0,0,0,0,0
41,49183,11,1,1011202,Unter den Linden Nord,2019,1,11,1,3,5,3,0,1,0,0,0,0,0,1
42,49186,11,12,12103218,Teichstraße,2019,1,7,6,3,2,2,1,0,1,0,0,0,0,1
43,49188,11,9,9010302,Späthsfelde,2019,1,19,6,3,2,6,2,0,1,0,0,0,0,0
44,49189,11,7,7070701,Kettinger Straße/Schillerstraße,2019,2,12,6,3,5,2,0,1,1,0,0,0,0,0
45,49192,11,3,3040818,Pankow Süd,2019,1,18,6,3,5,3,2,1,1,0,0,0,0,1
46,49194,11,3,3040513,Schönholz,2019,1,20,4,3,5,3,2,1,0,0,0,0,1,0
47,49196,11,7,7020203,Kaiser-Wilhelm-Platz,2019,1,18,6,3,1,5,2,1,1,0,0,0,0,1
48,49199,11,6,6010101,Fichtenberg,2019,1,18,5,3,5,2,2,1,1,0,0,0,0,0
49,49200,11,4,4030417,Schloßstraße,2019,2,2,7,2,0,1,2,0,1,0,0,0,0,1
50,49202,11,1,1011303,Alexanderplatzviertel,2019,3,17,7,3,2,7,1,1,1,0,0,0,0,0
51,49205,11,10,10010206,Ringkolonnaden,2019,1,18,4,3,2,6,2,0,1,0,0,0,0,1
52,49206,11,1,1022202,Heidestraße,2019,2,16,5,3,0,6,0,1,1,0,0,0,0,0
53,49209,11,7,7030303,Grazer Platz,2019,1,13,4,3,5,3,0,0,1,0,0,1,0,0
54,49210,11,3,3061126,Arnimplatz,2019,1,14,2,3,0,2,1,1,1,0,0,0,0,0
55,49216,11,10,10040933,Mahlsdorf Süd,2019,3,16,3,3,5,2,0,0,1,0,0,0,0,0
56,49219,11,8,8020619,Buschkrugallee Nord,2019,1,3,4,3,3,6,2,0,1,0,0,1,0,1
57,49222,11,2,2010101,Askanischer Platz,2019,1,4,3,3,2,6,2,0,1,0,0,0,0,1
58,49223,11,6,6010209,Feuerbachstraße,2019,1,11,3,2,5,2,0,0,1,0,0,0,0,1
59,49228,11,4,4020314,Messegelände,2019,1,5,3,3,9,1,2,0,1,0,0,0,0,1
60,49229,11,1,1011303,Alexanderplatzviertel,2019,2,10,4,1,5,2,0,1,0,0,0,1,0,0
61,49232,11,2,2020202,Rathaus Yorckstraße,2019,1,2,3,3,2,6,2,0,1,0,0,0,0,1
62,49233,11,7,7040403,Manteuffelstraße,2019,1,21,7,3,2,6,2,0,1,0,0,0,0,1
63,49236,11,7,7050502,Fritz-Werner-Straße,2019,1,14,6,3,5,2,0,1,1,0,0,0,0,0
64,49238,11,9,9010102,Am Treptower Park Nord,2019,1,2,3,3,2,4,2,0,1,1,0,0,0,1
65,49239,11,3,3071633,Thälmannpark,2019,2,18,5,3,2,6,2,0,1,0,0,0,0,0
66,49248,11,3,3061429,Greifswalder Straße,2019,2,15,6,3,6,2,0,0,1,1,0,0,0,0
67,49250,11,4,4030623,Ernst-Reuter-Platz,2019,3,12,6,3,5,2,0,0,0,0,1,0,1,0
68,49254,11,2,2050602,Samariterviertel,2019,2,20,4,3,2,6,2,1,0,0,0,0,0,0
69,49258,11,7,7040405,Rathaus Tempelhof,2019,1,23,7,2,9,1,2,0,1,0,0,0,0,1
70,49264,11,7,7040403,Manteuffelstraße,2019,2,6,2,3,2,6,0,0,1,0,0,0,1,0
71,49273,11,1,1044201,Reinickendorfer Straße,2019,2,16,2,3,5,7,0,0,1,0,0,0,0,0
72,49277,11,3,3061131,Falkplatz,2019,2,18,4,3,6,4,1,1,0,1,0,0,0,0
73,49283,11,4,4041133,Güterbahnhof Grunewald,2019,1,13,6,3,2,6,0,0,1,0,0,0,0,0
74,49286,11,3,3071633,Thälmannpark,2019,2,19,3,3,1,5,2,1,1,0,0,0,0,0
75,49289,11,1,1011201,Wilhelmstraße,2019,3,14,7,3,4,6,0,1,1,0,0,0,0,1
76,49297,11,6,6040701,Wannsee,2019,1,19,5,2,6,4,2,0,1,1,0,0,0,1
77,49299,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2019,2,13,5,3,5,3,0,1,0,0,0,0,0,0
78,49303,11,7,7030303,Grazer Platz,2019,2,16,3,3,2,6,0,0,1,0,0,0,0,0
79,49307,11,3,3061429,Greifswalder Straße,2019,1,12,3,3,5,2,0,1,0,0,0,1,0,0
80,49312,11,1,1011202,Unter den Linden Nord,2019,2,22,7,3,2,6,2,0,1,0,0,0,0,0
81,49321,11,7,7030303,Grazer Platz,2019,2,8,5,2,6,2,0,0,1,1,0,0,0,0
82,49323,11,1,1011303,Alexanderplatzviertel,2019,3,22,5,3,2,2,2,1,0,0,0,0,1,0
83,49330,11,4,4020310,Park Ruhwald,2019,1,7,4,3,3,6,1,0,1,0,0,0,0,1
84,49337,11,3,3050925,Komponistenviertel Weißensee,2019,2,14,7,3,5,3,0,1,1,0,0,0,0,0
85,49338,11,2,2020203,Viktoriapark,2019,3,7,6,3,1,1,0,0,1,0,0,0,0,0
86,49345,11,6,6040703,Nikolassee,2019,1,12,4,2,2,6,0,0,1,0,0,0,0,1
87,49350,11,4,4010102,Plötzensee,2019,2,18,1,3,2,6,2,0,1,0,0,0,0,0
88,49354,11,7,7070701,Kettinger Straße/Schillerstraße,2019,1,7,2,3,2,6,2,0,1,0,0,0,0,1
89,49360,11,4,4020311,Reichsstraße,2019,2,14,7,3,3,6,0,0,1,0,0,0,1,0
90,49370,11,4,4030622,Richard-Wagner-Straße,2019,2,19,4,3,2,6,2,0,1,0,0,0,0,0
91,49372,11,4,4020313,Königin-Elisabeth-Straße,2019,3,12,4,3,2,6,0,0,1,0,0,0,0,0
92,49379,11,1,1011303,Alexanderplatzviertel,2019,1,12,3,3,3,6,0,1,1,0,0,0,0,0
93,49385,11,4,4030622,Richard-Wagner-Straße,2019,2,9,5,3,5,7,0,0,1,0,1,0,0,0
94,49389,11,4,4030622,Richard-Wagner-Straße,2019,1,6,7,3,5,2,1,0,1,0,0,0,1,0
95,49392,11,12,12214125,Waldidyll/Flughafensee,2019,1,10,6,3,2,6,0,0,1,0,0,0,1,1
96,49395,11,3,3040818,Pankow Süd,2019,2,12,6,2,5,2,0,0,1,0,0,0,1,0
97,49404,11,3,3061126,Arnimplatz,2019,1,0,1,3,3,6,2,0,1,0,0,0,0,1
98,49409,11,3,3061228,Erich-Weinert-Straße,2019,2,17,6,3,3,6,1,1,1,0,0,0,0,0
99,49419,11,4,4030416,Klausenerplatz,2019,2,10,2,3,2,6,0,0,1,0,0,1,0,0
100,49421,11,4,4020314,Messegelände,2019,3,8,2,3,3,6,0,0,1,0,0,1,0,0
101,49428,11,1,1011102,Großer Tiergarten,2019,1,10,3,3,5,2,0,0,1,0,0,0,0,1
102,49434,11,12,12103115,Breitkopfbecken,2019,2,11,4,3,2,2,0,0,1,0,0,0,0,0
103,49440,11,1,1011303,Alexanderplatzviertel,2019,1,6,5,3,6,2,2,0,1,1,0,0,0,1
104,49443,11,12,12103117,Letteplatz,2019,2,16,5,3,2,6,0,0,1,0,0,0,0,0
105,49452,11,12,12103219,Schäfersee,2019,1,17,5,3,3,6,2,0,1,0,0,0,0,0
106,49454,11,3,3061332,Helmholtzplatz,2019,3,23,6,3,5,2,2,0,1,0,0,0,0,0
107,49458,11,1,1011303,Alexanderplatzviertel,2019,2,18,4,3,2,2,2,1,1,0,0,0,0,0
108,49465,11,3,3071639,Bötzowstraße,2019,2,18,6,3,1,5,2,1,0,0,0,0,1,0
109,49467,11,6,6040701,Wannsee,2019,3,12,7,3,1,1,0,0,1,0,0,0,0,0
110,49471,11,2,2050801,Traveplatz,2019,2,15,4,3,3,6,0,1,1,0,0,0,0,0
111,49475,11,4,4010101,Jungfernheide,2019,1,11,2,3,3,6,0,0,1,0,0,0,0,0
112,49481,11,3,3051017,Rennbahnstraße,2019,2,15,3,3,5,3,0,1,1,0,0,0,0,0
113,49490,11,7,7020203,Kaiser-Wilhelm-Platz,2019,2,15,3,3,2,6,0,0,1,0,0,0,0,0
114,49493,11,12,12224230,Heiligensee,2019,3,14,6,3,0,7,0,0,1,0,0,0,0,0
115,49500,11,2,2050802,Boxhagener Platz,2019,1,16,5,3,5,2,0,1,1,0,0,0,0,0
116,49502,11,2,2050602,Samariterviertel,2019,2,15,5,3,6,7,0,1,0,1,0,0,0,0
117,49506,11,4,4020313,Königin-Elisabeth-Straße,2019,2,9,2,3,5,7,0,1,1,0,0,0,0,0
118,49510,11,6,6030503,Zehlendorf Mitte,2019,1,19,3,3,0,6,2,0,0,0,1,0,1,1
119,49515,11,4,4010101,Jungfernheide,2019,2,14,7,3,2,6,0,0,1,0,0,0,0,0
120,49522,11,3,3071638,Winsstraße,2019,1,8,3,3,3,6,0,0,1,0,0,1,0,0
121,49528,11,7,7030303,Grazer Platz,2019,2,15,2,3,2,6,0,0,1,0,0,0,1,0
122,49537,11,7,7070701,Kettinger Straße/Schillerstraße,2019,2,7,6,3,3,6,1,0,1,0,0,0,0,1
123,49540,11,1,1011303,Alexanderplatzviertel,2019,3,7,5,3,0,5,0,1,1,0,0,0,0,1
124,49547,11,3,3040818,Pankow Süd,2019,1,14,4,3,1,5,0,1,1,0,0,0,0,0
125,49554,11,3,3061126,Arnimplatz,2019,2,15,7,3,5,2,0,1,1,0,0,0,0,0
126,49558,11,3,3061429,Greifswalder Straße,2019,1,15,2,2,6,4,0,0,1,1,0,0,0,0
127,49563,11,1,1044203,Leopoldplatz,2019,2,15,6,3,1,5,0,0,1,0,0,0,0,0
128,49573,11,3,3020209,Niederschönhausen,2019,2,17,4,3,5,7,2,1,0,0,0,0,1,0
129,49575,11,4,4020310,Park Ruhwald,2019,3,9,3,2,2,6,0,0,1,0,0,1,0,0
130,49582,11,3,3020209,Niederschönhausen,2019,1,17,3,3,5,3,1,1,1,0,0,0,0,1
131,49587,11,3,3061131,Falkplatz,2019,2,15,4,3,4,6,0,1,0,0,0,0,0,0
132,49589,11,4,4020208,Kranzallee,2019,3,10,4,3,0,6,0,1,1,0,0,0,0,1
133,49596,11,7,7060601,Marienfelder Allee Nordwest,2019,1,12,4,2,5,3,0,0,1,0,0,0,1,0
134,49603,11,8,8020619,Buschkrugallee Nord,2019,2,18,6,3,3,6,1,0,1,0,0,1,0,0
135,49607,11,6,6010209,Feuerbachstraße,2019,1,2,1,3,9,1,2,0,1,0,0,0,0,2
136,49610,11,3,3061332,Helmholtzplatz,2019,1,21,5,2,0,5,2,0,1,0,1,0,0,1
137,49613,11,3,3020209,Niederschönhausen,2019,2,11,6,3,5,3,0,1,1,0,0,0,0,0
138,49623,11,2,2020203,Viktoriapark,2019,2,19,1,3,2,6,2,0,1,0,0,0,0,1
139,49625,11,3,3061434,Anton-Saefkow-Park,2019,3,17,1,3,2,6,0,0,1,0,0,0,0,0
140,49632,11,4,4030623,Ernst-Reuter-Platz,2019,1,16,2,3,2,6,0,0,1,0,0,0,0,0
141,49638,11,6,6030503,Zehlendorf Mitte,2019,2,16,4,3,2,6,0,0,1,0,0,0,0,0
142,49644,11,7,7050502,Fritz-Werner-Straße,2019,1,19,5,3,2,6,2,0,1,0,0,0,0,1
143,49650,11,5,5020629,Börnicker Straße,2019,2,18,5,3,2,6,2,0,1,0,0,0,0,1
144,49654,11,12,12301204,Wittenau Nord,2019,1,21,7,3,3,6,2,0,1,0,1,0,0,0
145,49657,11,7,7020202,Volkspark (Rudolf-Wilde-Park),2019,1,18,5,2,6,4,2,0,1,1,0,0,0,1
146,49660,11,9,9020601,Schnellerstraße,2019,2,18,5,3,5,2,2,1,1,0,0,0,0,0
147,49669,11,3,3061429,Greifswalder Straße,2019,2,5,6,3,6,2,2,0,1,1,0,0,0,0
148,49671,11,1,1011105,Nördlicher Landwehrkanal,2019,3,22,7,3,2,2,2,0,1,0,0,0,0,0
149,49675,11,1,1044102,Schillerpark,2019,2,6,4,2,5,3,1,0,1,0,0,0,1,0
150,49679,11,1,1011303,Alexanderplatzviertel,2019,1,2,1,2,6,4,2,0,1,1,0,0,0,1
151,49685,11,1,1011201,Wilhelmstraße,2019,2,11,2,3,3,6,0,1,0,0,0,1,0,0
152,49694,11,4,4051551,Brabanter Platz,2019,2,23,2,3,3,6,2,0,1,0,0,0,0,0
153,49697,11,10,10040933,Mahlsdorf Süd,2019,3,11,6,3,5,3,0,1,1,0,0,0,0,1
154,49704,11,1,1011105,Nördlicher Landwehrkanal,2019,1,14,4,3,2,6,0,0,1,0,0,0,0,0
155,49707,11,7,7040403,Manteuffelstraße,2019,2,18,4,3,6,7,1,1,0,1,0,0,0,0
156,49710,11,4,4041134,Bismarckallee,2019,3,10,7,3,2,6,0,0,1,0,0,0,0,1
157,49718,11,2,2050602,Samariterviertel,2019,1,7,5,3,1,5,0,0,1,1,0,0,0,0
158,49720,11,6,6010102,Schloßstraße,2019,2,14,5,3,2,6,0,0,1,0,0,0,0,0
159,49724,11,4,4020208,Kranzallee,2019,2,14,3,3,5,3,0,0,1,0,0,0,0,0
160,49728,11,4,4010101,Jungfernheide,2019,1,13,3,3,2,6,0,0,1,0,0,1,0,0
161,49733,11,7,7020203,Kaiser-Wilhelm-Platz,2019,2,18,1,3,2,6,2,0,1,0,0,0,0,0
162,49742,11,12,12231101,Hermsdorf,2019,2,11,5,3,2,2,0,0,1,0,0,0,0,0
163,49744,11,9,9010401,Johannisthal West,2019,3,6,5,3,2,6,0,0,0,0,0,1,0,1
164,49751,11,7,7060601,Marienfelder Allee Nordwest,2019,1,13,4,3,2,6,0,0,1,0,0,0,0,0
165,49758,11,7,7030303,Grazer Platz,2019,2,14,7,3,0,1,0,0,0,0,1,0,0,0
166,49762,11,1,1033203,Humboldthain Nordwest,2019,1,16,1,3,2,6,2,0,1,0,0,0,0,0
167,49767,11,2,2050602,Samariterviertel,2019,2,15,6,2,0,1,0,1,0,0,0,0,0,0
168,49772,11,3,3061434,Anton-Saefkow-Park,2019,2,8,1,3,0,7,0,0,1,0,0,0,0,0
169,49776,11,10,10040933,Mahlsdorf Süd,2019,1,14,2,3,2,6,0,0,1,0,0,0,0,1
170,49782,11,3,3061126,Arnimplatz,2019,2,10,7,2,9,1,0,0,1,0,0,0,0,0
171,49792,11,6,6030503,Zehlendorf Mitte,2019,2,8,4,3,2,6,0,0,1,0,0,1,0,0
172,49794,11,2,2050602,Samariterviertel,2019,3,13,4,3,5,2,0,1,1,0,0,0,0,0
173,49801,11,7,7040405,Rathaus Tempelhof,2019,1,16,4,3,2,6,1,0,1,0,0,0,0,0
174,49807,11,1,1011102,Großer Tiergarten,2019,2,16,6,3,3,6,0,0,1,0,1,0,0,0
175,49811,11,10,10010309,Springpfuhl,2019,1,10,7,1,6,4,0,0,1,1,0,0,0,1
176,49814,11,4,4041134,Bismarckallee,2019,1,22,5,3,9,1,2,0,1,0,0,0,0,1
177,49817,11,12,12301203,Wittenau Süd,2019,2,14,6,3,5,3,0,1,1,0,0,0,0,0
178,49826,11,2,2050602,Samariterviertel,2019,2,19,6,3,5,7,2,0,1,0,0,0,0,0
179,49828,11,1,1011303,Alexanderplatzviertel,2019,3,12,7,3,0,6,0,0,1,0,0,0,1,0
180,49840,11,7,7050502,Fritz-Werner-Straße,2019,2,13,2,3,5,7,0,0,0,0,0,0,1,0
181,49842,11,1,1044201,Reinickendorfer Straße,2019,3,13,2,3,2,6,0,0,1,0,0,0,0,0
182,49849,11,7,7050502,Fritz-Werner-Straße,2019,1,11,3,3,5,3,0,0,0,0,1,0,1,1
183,49855,11,12,12103218,Teichstraße,2019,2,8,4,3,5,2,0,1,0,0,0,0,1,0
184,49859,11,4,4020311,Reichsstraße,2019,1,21,7,3,3,6,2,0,1,0,0,0,0,0
185,49862,11,1,1011105,Nördlicher Landwehrkanal,2019,1,15,5,3,3,6,0,0,1,0,0,0,0,0
186,49865,11,3,3061131,Falkplatz,2019,2,17,5,3,2,2,1,1,1,0,0,0,0,0
187,49874,11,2,2050602,Samariterviertel,2019,2,14,6,3,5,3,0,1,1,0,0,0,0,0
188,49876,11,1,1044203,Leopoldplatz,2019,3,13,6,3,1,5,0,1,1,0,0,0,0,0
189,49880,11,1,1011204,Leipziger Straße,2019,2,19,4,2,6,4,2,0,1,1,0,0,0,0
190,49884,11,4,4020314,Messegelände,2019,1,13,5,3,3,6,0,0,1,0,0,1,0,0
191,49890,11,4,4020310,Park Ruhwald,2019,2,6,2,3,2,6,1,0,1,0,0,0,0,1
192,49894,11,4,4041134,Bismarckallee,2019,2,6,5,3,3,6,1,0,1,0,0,1,0,0
193,49898,11,7,7050501,Rathausstraße,2019,1,20,2,3,6,2,2,0,1,1,0,0,0,1
194,49904,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2019,2,23,4,3,6,4,2,0,0,1,0,0,1,0
195,49909,11,4,4010102,Plötzensee,2019,1,15,4,3,2,6,0,0,1,0,0,0,0,1
196,49912,11,9,9010202,Köpenicker Landstraße,2019,1,15,5,3,5,3,0,1,1,0,0,0,0,0
197,49915,11,2,2010101,Askanischer Platz,2019,2,15,3,3,3,6,0,1,1,0,0,0,0,0
198,49918,11,12,12214125,Waldidyll/Flughafensee,2019,3,20,7,2,8,1,2,0,1,0,0,0,0,1
199,49926,11,2,2050602,Samariterviertel,2019,1,16,5,2,6,4,1,0,1,1,0,0,0,0
200,49928,11,3,3040513,Schönholz,2019,2,14,5,3,2,2,0,1,1,0,0,0,0,0
201,49932,11,9,9010202,Köpenicker Landstraße,2019,2,16,3,3,6,4,0,0,1,1,0,0,0,0
202,49933,11,2,2050602,Samariterviertel,2019,1,11,3,2,5,3,0,1,1,0,0,0,0,1
203,49937,11,7,7050502,Fritz-Werner-Straße,2019,1,11,3,2,6,4,0,0,1,1,0,0,0,0
204,49942,11,6,6040701,Wannsee,2019,2,23,7,2,5,2,2,1,1,0,0,0,0,0
205,49951,11,10,10010308,Marzahner Chaussee,2019,2,8,5,3,2,6,0,0,1,0,0,0,0,0
206,49953,11,10,10040933,Mahlsdorf Süd,2019,3,7,4,3,0,2,0,1,0,0,0,0,1,0
207,49959,11,2,2020202,Rathaus Yorckstraße,2019,1,17,3,3,6,4,1,1,0,1,0,0,0,1
208,49964,11,9,9010201,Am Treptower Park Süd,2019,2,11,2,3,6,4,0,0,1,1,0,0,0,1
209,49967,11,7,7040405,Rathaus Tempelhof,2019,3,20,5,2,3,6,2,0,1,0,0,0,1,0
210,49974,11,4,4051655,Babelsberger Straße,2019,1,15,4,3,2,6,0,0,1,0,0,1,0,0
211,49980,11,7,7020202,Volkspark (Rudolf-Wilde-Park),2019,2,14,1,3,5,2,0,1,1,0,0,0,0,0
212,49981,11,1,1011105,Nördlicher Landwehrkanal,2019,1,17,2,3,2,6,2,0,1,0,0,0,0,0
213,49985,11,7,7070701,Kettinger Straße/Schillerstraße,2019,1,17,2,3,2,6,1,0,1,0,0,0,0,0
214,49991,11,3,3071639,Bötzowstraße,2019,2,8,6,2,5,2,0,1,0,0,0,0,0,0
215,49996,11,1,1011303,Alexanderplatzviertel,2019,1,17,2,3,2,7,2,1,1,0,0,0,1,1
216,50002,11,4,4030622,Richard-Wagner-Straße,2019,2,18,4,3,5,2,2,1,1,0,0,0,0,0
217,50004,11,5,5020524,Weinmeisterhornweg,2019,3,12,4,2,2,6,0,0,1,0,0,1,0,0
218,50008,11,4,4041134,Bismarckallee,2019,1,9,2,3,2,6,0,0,1,0,0,0,0,1
219,50012,11,7,7020202,Volkspark (Rudolf-Wilde-Park),2019,1,17,3,3,2,6,1,0,1,0,0,0,0,0
220,50018,11,1,1011303,Alexanderplatzviertel,2019,2,22,5,3,5,3,2,1,1,0,0,0,0,1
221,50019,11,7,7040403,Manteuffelstraße,2019,1,16,1,3,8,1,2,0,1,0,0,0,0,1
222,50023,11,3,3061429,Greifswalder Straße,2019,1,23,7,3,2,6,2,0,1,0,0,0,0,0
223,50025,11,1,1044102,Schillerpark,2019,1,5,1,3,5,3,2,0,1,0,0,0,0,1
224,50026,11,4,4041134,Bismarckallee,2019,1,8,1,2,9,1,0,0,1,0,0,0,0,1
225,50030,11,4,4020310,Park Ruhwald,2019,1,10,4,2,3,6,0,0,1,0,0,1,1,1
226,50037,11,7,7030303,Grazer Platz,2019,2,13,7,3,0,1,0,0,0,0,1,0,0,0
227,50038,11,4,4020208,Kranzallee,2019,1,19,7,3,5,2,2,1,1,0,0,0,0,1
228,50042,11,12,12103117,Letteplatz,2019,1,13,1,3,2,4,0,0,1,1,0,0,0,0
229,50044,11,3,3061332,Helmholtzplatz,2019,1,19,7,3,6,2,2,0,1,1,0,0,0,1
230,50046,11,2,2010101,Askanischer Platz,2019,1,16,5,3,5,2,1,1,1,0,0,0,0,0
231,50049,11,7,7050501,Rathausstraße,2019,2,9,6,3,5,2,0,1,1,0,0,0,0,0
232,50054,11,7,7020203,Kaiser-Wilhelm-Platz,2019,1,18,7,3,2,6,2,0,1,0,0,0,0,1
233,50060,11,3,3050925,Komponistenviertel Weißensee,2019,2,16,1,2,6,4,1,0,1,1,0,0,0,0
234,50062,11,7,7050506,Birnhornweg,2019,3,10,2,3,5,2,0,0,1,0,0,1,0,0
235,50069,11,12,12231101,Hermsdorf,2019,1,17,2,3,2,6,2,0,1,0,0,0,0,1
236,50075,11,4,4030417,Schloßstraße,2019,2,16,4,3,2,6,0,0,1,0,0,0,0,0
237,50081,11,3,3061435,Conrad-Blenkle-Straße,2019,1,17,5,3,4,6,1,1,0,0,0,0,0,0
238,50084,11,10,10040933,Mahlsdorf Süd,2019,2,7,5,3,5,3,1,1,1,0,0,0,0,0
239,50093,11,2,2050602,Samariterviertel,2019,1,8,4,3,5,3,1,0,1,0,0,0,0,1
240,50096,11,4,4020313,Königin-Elisabeth-Straße,2019,2,12,6,2,5,3,0,0,1,0,0,1,0,0
241,50106,11,12,12301205,Waidmannslust,2019,2,17,6,3,6,4,2,0,1,1,0,0,0,0
242,50108,11,4,4041133,Güterbahnhof Grunewald,2019,3,18,7,3,2,6,2,0,1,0,0,0,1,0
243,50112,11,4,4020311,Reichsstraße,2019,2,15,4,3,3,6,0,0,1,0,0,0,0,0
244,50116,11,12,12304314,Ziekowstraße/Freie Scholle,2019,1,2,1,3,9,1,2,0,1,0,0,0,0,1
245,50122,11,12,12214125,Waldidyll/Flughafensee,2019,2,13,3,3,2,6,0,0,1,0,0,0,1,0
246,50127,11,3,3030716,Märchenland,2019,1,15,7,3,5,3,1,1,1,0,0,0,0,1
247,50132,11,2,2050602,Samariterviertel,2019,2,7,2,3,0,2,0,1,1,0,0,0,0,0
248,50135,11,12,12103115,Breitkopfbecken,2019,3,8,6,3,6,7,0,1,0,1,0,0,0,0
249,50142,11,12,12103218,Teichstraße,2019,1,15,4,3,2,6,0,0,1,0,0,0,0,0
250,50147,11,3,3061332,Helmholtzplatz,2019,2,7,2,3,5,3,0,1,1,0,0,0,0,0
251,50148,11,3,3040513,Schönholz,2019,1,16,6,3,0,6,2,0,1,0,0,0,1,1
252,50151,11,4,4051551,Brabanter Platz,2019,1,17,3,3,2,6,0,0,1,0,0,0,0,0
253,50152,11,7,7010104,Dennewitzplatz,2019,10,16,3,2,6,4,0,0,1,1,0,0,0,1
254,50153,11,1,1011105,Nördlicher Landwehrkanal,2019,6,18,5,3,2,6,0,0,1,0,0,0,0,0
255,50154,11,11,11030721,Rüdigerstraße,2019,9,7,2,3,9,1,0,0,1,0,0,0,0,0
