,object id,city,district,sub district key,street,year,month,hour of day,weekday,category,accident type,accident type 2,light situation,bike involved,car involved,pedestrian involved,motor bike involved,big track involved,other vehicle involved,road condition
986,50933,11,3,3010104,Lietzengraben,2019,10,7,6,3,0,7,0,0,1,0,0,0,1,0
987,50934,11,2,2050602,Samariterviertel,2019,9,9,4,3,1,5,0,0,1,0,1,0,0,0
988,50936,11,1,1044203,Leopoldplatz,2019,5,3,7,3,2,6,2,1,1,0,0,0,0,0
989,50937,11,9,9020601,Schnellerstraße,2019,7,10,3,3,0,1,0,1,0,0,0,0,0,0
990,50938,11,3,3071639,Bötzowstraße,2019,4,23,6,3,1,5,2,1,1,0,0,0,1,0
991,50939,11,3,3061332,Helmholtzplatz,2019,11,14,2,3,1,5,0,1,1,0,0,0,0,1
992,50940,11,12,12304314,Ziekowstraße/Freie Scholle,2019,6,6,3,3,2,6,0,0,1,0,0,0,0,0
993,50941,11,12,12103219,Schäfersee,2019,9,14,4,3,5,2,0,1,1,0,0,0,0,1
994,50942,11,3,3071639,Bötzowstraße,2019,12,15,6,3,1,5,1,1,1,0,0,0,1,1
995,50943,11,1,1044102,Schillerpark,2019,7,16,3,3,0,4,0,1,0,1,0,0,0,0
996,50944,11,3,3040818,Pankow Süd,2019,4,16,6,3,5,3,0,1,1,0,0,0,0,0
997,50945,11,1,1011204,Leipziger Straße,2019,10,11,2,3,3,6,0,0,1,0,1,0,0,0
998,50946,11,6,6010209,Feuerbachstraße,2019,9,14,3,2,0,1,0,0,0,0,1,0,0,0
999,50947,11,4,4020310,Park Ruhwald,2019,7,10,3,3,2,6,0,0,1,0,0,0,0,0
1000,50948,11,3,3050923,Weißenseer Spitze,2019,4,7,6,3,2,6,0,0,1,0,0,0,0,0
1001,50949,11,1,1044102,Schillerpark,2019,10,20,7,3,5,3,2,1,0,0,0,0,1,0
1002,50950,11,2,2050602,Samariterviertel,2019,6,7,7,3,5,2,0,0,1,0,0,0,0,0
1003,50951,11,6,6040701,Wannsee,2019,9,17,3,3,5,2,0,1,1,0,0,0,0,0
1004,50953,11,2,2020202,Rathaus Yorckstraße,2019,5,14,7,2,6,4,0,0,1,1,0,0,0,0
1005,50954,11,10,10010204,Wuhletalstraße,2019,4,9,5,2,5,3,0,0,1,0,0,0,1,0
1006,50955,11,9,9010102,Am Treptower Park Nord,2019,11,16,3,2,4,6,1,1,0,0,0,0,0,0
1007,50956,11,3,3061126,Arnimplatz,2019,5,23,6,3,5,3,2,1,1,0,0,0,0,0
1008,50957,11,7,7020203,Kaiser-Wilhelm-Platz,2019,12,3,1,3,3,6,2,0,1,0,0,0,0,0
1009,50958,11,3,3020209,Niederschönhausen,2019,7,8,3,3,2,6,0,0,1,0,0,1,0,0
1010,50959,11,7,7030303,Grazer Platz,2019,4,8,5,3,2,6,0,0,1,0,0,0,0,0
1011,50960,11,7,7020203,Kaiser-Wilhelm-Platz,2019,10,17,3,2,1,5,1,1,1,0,0,0,0,0
1012,50961,11,12,12214125,Waldidyll/Flughafensee,2019,9,17,3,3,9,1,0,0,1,0,0,0,0,0
1013,50963,11,3,3061332,Helmholtzplatz,2019,7,8,3,3,1,5,0,1,1,0,0,0,0,0
1014,50964,11,12,12103218,Teichstraße,2019,4,17,5,2,6,2,0,0,1,1,0,0,0,0
1015,50965,11,7,7030303,Grazer Platz,2019,9,14,7,3,2,6,0,0,1,0,0,0,0,0
1016,50966,11,7,7040405,Rathaus Tempelhof,2019,6,7,3,2,0,1,0,0,0,0,1,0,0,0
1017,50967,11,3,3020209,Niederschönhausen,2019,9,9,3,3,5,2,0,1,0,0,1,0,0,0
1018,50968,11,7,7040402,Lindenhofsiedlung,2019,12,15,4,3,2,6,1,0,0,0,1,0,1,0
1019,50969,11,2,2040503,Richard-Sorge-Viertel,2019,5,19,6,2,6,4,0,0,1,1,0,0,0,0
1020,50970,11,2,2050602,Samariterviertel,2019,7,8,3,3,2,6,0,0,1,0,0,0,0,0
1021,50971,11,2,2050602,Samariterviertel,2019,7,19,3,3,3,6,0,0,1,0,0,0,0,0
1022,50972,11,7,7050502,Fritz-Werner-Straße,2019,4,17,5,3,6,4,0,0,1,1,0,0,0,0
1023,50973,11,4,4041137,Flinsberger Platz,2019,10,16,1,3,0,1,0,0,1,0,0,0,0,0
1024,50974,11,3,3040513,Schönholz,2019,6,17,1,3,1,5,0,1,1,0,0,0,0,0
1025,50975,11,2,2050802,Boxhagener Platz,2019,9,9,3,3,5,2,0,1,1,0,0,0,0,0
1026,50977,11,12,12214527,Alt-Tegel,2019,5,11,6,3,2,6,0,0,1,0,0,0,0,0
1027,50978,11,1,1011104,Körnerstraße,2019,4,10,4,3,3,6,0,0,1,0,0,0,0,0
1028,50979,11,4,4020314,Messegelände,2019,11,18,4,3,2,6,2,0,1,0,0,0,0,0
1029,50980,11,3,3020209,Niederschönhausen,2019,5,7,6,2,6,4,0,0,1,1,0,0,0,0
1030,50981,11,11,11030721,Rüdigerstraße,2019,12,18,2,2,6,4,2,0,1,1,0,0,0,1
1031,50982,11,12,12103219,Schäfersee,2019,7,16,2,3,5,2,0,1,1,0,0,0,0,1
1032,50983,11,1,1022202,Heidestraße,2019,4,13,4,3,3,6,0,0,0,0,1,0,1,0
1033,50984,11,12,12103218,Teichstraße,2019,10,9,4,3,0,2,0,0,0,0,1,1,0,0
1034,50985,11,2,2020202,Rathaus Yorckstraße,2019,9,16,3,3,1,5,0,0,1,0,0,0,1,0
1035,50987,11,3,3020307,Buchholz,2019,7,16,2,3,2,7,0,0,0,0,1,1,0,1
1036,50988,11,12,12301205,Waidmannslust,2019,4,11,4,3,0,6,0,1,0,1,0,0,0,0
1037,50989,11,4,4020208,Kranzallee,2019,9,6,1,2,0,1,1,1,0,0,0,0,0,1
1038,50990,11,3,3061429,Greifswalder Straße,2019,6,7,3,2,5,2,0,1,1,0,0,0,0,0
1039,50991,11,7,7040401,Neu-Tempelhof,2019,9,10,2,3,6,7,0,0,0,1,1,0,0,0
1040,50992,11,1,1011201,Wilhelmstraße,2019,12,8,6,3,3,6,0,0,1,0,0,0,1,0
1041,50993,11,10,10030726,Alt-Biesdorf,2019,5,8,6,2,2,6,0,0,1,0,0,0,0,0
1042,50994,11,2,2020202,Rathaus Yorckstraße,2019,7,14,2,3,6,4,0,1,0,1,0,0,0,0
1043,50995,11,3,3061126,Arnimplatz,2019,4,10,4,3,5,3,0,1,1,0,0,0,0,0
1044,50996,11,4,4041134,Bismarckallee,2019,11,21,5,3,5,3,2,0,1,0,0,0,0,1
1045,50997,11,4,4020313,Königin-Elisabeth-Straße,2019,9,20,2,3,5,2,2,0,1,0,1,0,0,0
1046,50998,11,7,7040403,Manteuffelstraße,2019,11,16,2,3,2,6,2,0,1,0,0,0,0,0
1047,50999,11,7,7050502,Fritz-Werner-Straße,2019,7,19,2,3,2,6,0,0,1,0,0,1,0,0
1048,51000,11,1,1011303,Alexanderplatzviertel,2019,4,14,4,3,0,4,0,0,0,1,0,0,1,0
1049,51001,11,3,3050923,Weißenseer Spitze,2019,10,16,4,3,2,6,0,0,1,0,0,0,0,1
1050,51002,11,2,2020202,Rathaus Yorckstraße,2019,9,19,2,3,3,6,1,0,1,0,1,0,0,0
1051,51004,11,7,7060601,Marienfelder Allee Nordwest,2019,5,13,6,2,0,3,0,0,1,0,0,0,1,0
1052,51005,11,11,11030721,Rüdigerstraße,2019,7,15,2,3,0,2,0,1,1,0,0,0,0,1
1053,51006,11,1,1011202,Unter den Linden Nord,2019,4,8,4,2,1,5,0,1,1,0,0,0,0,0
1054,51007,11,9,9020601,Schnellerstraße,2019,6,15,5,3,2,6,0,0,1,0,0,0,0,0
1055,51008,11,1,1011102,Großer Tiergarten,2019,9,18,2,3,6,4,0,1,0,1,0,0,0,0
1056,51009,11,1,1011303,Alexanderplatzviertel,2019,12,21,5,3,5,7,2,0,1,0,0,0,0,1
1057,51010,11,3,3061332,Helmholtzplatz,2019,5,13,6,3,0,7,0,1,1,0,0,0,0,0
1058,51011,11,7,7040406,Germaniagarten,2019,7,13,2,3,0,1,0,0,1,0,0,0,0,0
1059,51012,11,3,3020209,Niederschönhausen,2019,11,17,6,3,0,6,2,0,1,0,0,0,1,0
1060,51013,11,4,4010101,Jungfernheide,2019,7,0,2,3,3,6,2,0,1,0,0,0,0,0
1061,51014,11,10,11041023,Gensinger Straße,2019,9,9,6,2,2,6,0,0,1,0,0,1,0,1
1062,51015,11,9,9010102,Am Treptower Park Nord,2019,4,21,4,3,5,3,2,1,0,0,0,0,0,0
1063,51016,11,7,7040402,Lindenhofsiedlung,2019,10,17,5,3,2,6,0,0,1,0,0,0,0,1
1064,51017,11,6,6030501,Berlepschstraße,2019,9,18,2,3,5,3,0,1,1,0,0,0,0,0
1065,51019,11,7,7040402,Lindenhofsiedlung,2019,5,15,6,3,2,6,0,0,1,0,0,0,0,0
1066,51020,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2019,7,17,1,3,3,7,0,0,1,0,1,0,0,0
1067,51021,11,12,12103219,Schäfersee,2019,4,15,4,3,5,7,0,0,1,0,1,0,0,0
1068,51022,11,4,4051656,Hildegardstraße,2019,11,6,2,3,2,6,2,0,1,0,0,0,0,1
1069,51023,11,7,7050501,Rathausstraße,2019,6,15,7,3,2,6,0,0,1,0,0,0,0,0
1070,51024,11,1,1033203,Humboldthain Nordwest,2019,9,17,2,3,5,2,0,1,1,0,0,0,0,0
1071,51025,11,7,7050502,Fritz-Werner-Straße,2019,12,9,5,3,0,6,0,0,1,0,1,0,0,0
1072,51026,11,1,1011102,Großer Tiergarten,2019,7,13,1,3,0,7,0,1,0,0,0,0,0,0
1073,51027,11,3,3071633,Thälmannpark,2019,4,8,4,3,0,6,0,1,0,0,0,0,0,0
1074,51028,11,4,4010101,Jungfernheide,2019,10,18,1,3,2,6,2,0,1,0,0,0,0,0
1075,51029,11,7,7040402,Lindenhofsiedlung,2019,9,9,2,3,2,6,0,0,1,0,0,0,0,0
1076,51030,11,12,12103218,Teichstraße,2019,7,0,1,3,2,7,2,0,1,0,0,0,1,1
1077,51031,11,2,2050803,Stralauer Kiez,2019,4,6,4,2,1,1,0,0,1,0,0,1,1,0
1078,51032,11,3,3061429,Greifswalder Straße,2019,10,0,6,3,0,1,2,0,0,0,0,0,1,0
1079,51033,11,3,3010102,Buch,2019,6,14,6,3,2,6,0,0,1,0,0,0,0,0
1080,51034,11,2,2050602,Samariterviertel,2019,9,8,2,3,2,6,0,0,1,0,0,1,0,0
1081,51036,11,1,1011102,Großer Tiergarten,2019,5,16,6,3,5,2,0,0,1,0,0,0,1,0
1082,51037,11,4,4030623,Ernst-Reuter-Platz,2019,4,17,3,3,5,2,0,1,1,0,0,0,0,0
1083,51038,11,1,1011202,Unter den Linden Nord,2019,11,5,2,3,8,1,0,1,0,0,0,0,0,0
1084,51039,11,7,7030303,Grazer Platz,2019,5,17,6,3,2,6,0,0,1,0,1,0,0,0
1085,51040,11,4,4030417,Schloßstraße,2019,11,5,7,3,0,3,2,0,1,0,0,0,1,0
1086,51041,11,2,3061435,Conrad-Blenkle-Straße,2019,7,23,7,3,2,6,2,0,1,0,1,0,0,1
1087,51042,11,1,1022202,Heidestraße,2019,4,8,3,3,2,6,0,0,1,0,0,0,0,0
1088,51043,11,9,9010101,Elsenstraße,2019,10,17,2,3,3,6,2,0,1,0,1,0,0,0
1089,51044,11,4,4030622,Richard-Wagner-Straße,2019,9,11,2,3,2,7,0,0,1,0,1,0,0,0
1090,51046,11,11,11030721,Rüdigerstraße,2019,7,22,7,3,5,2,2,1,1,0,0,0,0,1
1091,51047,11,8,8020619,Buschkrugallee Nord,2019,4,10,3,3,3,6,0,0,1,0,0,1,0,0
1092,51048,11,1,1011202,Unter den Linden Nord,2019,6,17,2,3,5,3,0,1,1,0,0,0,0,0
1093,51049,11,7,7050501,Rathausstraße,2019,9,11,2,3,5,2,0,0,1,0,0,1,0,0
1094,51050,11,3,3020307,Buchholz,2019,12,4,3,3,8,1,2,0,0,0,0,0,1,1
1095,51051,11,7,7040403,Manteuffelstraße,2019,5,13,5,3,2,6,0,0,1,0,0,0,0,0
1096,51052,11,4,4030417,Schloßstraße,2019,7,19,7,3,6,4,0,1,0,1,0,0,0,0
1097,51053,11,12,12103218,Teichstraße,2019,4,11,3,3,2,6,0,0,1,0,0,0,0,0
1098,51054,11,1,1011204,Leipziger Straße,2019,11,10,3,3,3,6,0,0,1,0,0,0,0,1
1099,51055,11,12,12302212,Rollbergesiedlung,2019,11,18,7,3,2,2,2,0,1,0,0,0,0,0
1100,51056,11,9,9010401,Johannisthal West,2019,7,18,7,3,2,6,0,0,1,0,0,0,0,0
1101,51057,11,3,3061126,Arnimplatz,2019,4,19,3,2,5,2,1,1,1,0,0,0,0,0
1102,51058,11,4,4020313,Königin-Elisabeth-Straße,2019,10,11,3,2,5,2,0,1,1,0,0,0,0,0
1103,51059,11,3,3061434,Anton-Saefkow-Park,2019,9,8,2,3,6,7,0,1,0,1,0,0,0,0
1104,51061,11,3,3071639,Bötzowstraße,2019,5,11,5,2,2,6,0,0,1,0,0,0,0,0
1105,51062,11,2,2050602,Samariterviertel,2019,7,15,7,2,0,1,0,1,0,0,0,0,0,0
1106,51063,11,11,11030721,Rüdigerstraße,2019,4,11,3,2,2,6,0,0,1,0,0,0,0,0
1107,51064,11,11,11041022,Rosenfelder Ring,2019,11,18,5,2,2,6,2,0,1,0,0,0,1,1
1108,51065,11,3,3061434,Anton-Saefkow-Park,2019,6,8,5,3,5,3,0,1,1,0,0,0,0,0
1109,51066,11,4,4030622,Richard-Wagner-Straße,2019,9,8,2,3,6,4,0,0,1,1,0,0,0,0
1110,51067,11,12,12302212,Rollbergesiedlung,2019,12,8,3,2,6,2,0,0,1,1,0,0,0,0
1111,51068,11,12,12103219,Schäfersee,2019,7,13,7,3,2,2,0,0,1,0,0,0,0,0
1112,51069,11,3,3061131,Falkplatz,2019,10,18,5,3,3,6,2,0,1,0,0,0,0,0
1113,51070,11,7,7020203,Kaiser-Wilhelm-Platz,2019,7,9,7,3,1,5,0,1,0,0,0,1,0,0
1114,51071,11,1,1033203,Humboldthain Nordwest,2019,9,8,6,3,5,3,0,1,1,0,0,0,0,0
1115,51072,11,4,4041133,Güterbahnhof Grunewald,2019,4,7,3,2,2,6,0,0,1,0,1,0,0,0
1116,51073,11,1,1011202,Unter den Linden Nord,2019,4,16,3,3,1,5,0,1,1,0,0,0,0,0
1117,51074,11,11,11030721,Rüdigerstraße,2019,11,4,4,2,6,4,2,0,0,1,1,0,0,1
1118,51075,11,4,4051656,Hildegardstraße,2019,11,23,1,3,3,6,2,0,1,0,0,0,0,0
1119,51076,11,2,2050803,Stralauer Kiez,2019,7,16,6,3,5,3,0,1,0,0,0,0,0,0
1120,51077,11,2,2050602,Samariterviertel,2019,4,14,3,3,2,2,0,1,1,0,0,0,0,0
1121,51078,11,7,7030303,Grazer Platz,2019,10,17,4,3,2,6,0,0,1,0,0,0,1,1
1122,51079,11,4,4020208,Kranzallee,2019,9,1,1,2,1,5,2,1,1,0,0,0,0,0
1123,51081,11,3,3040818,Pankow Süd,2019,5,19,5,3,1,3,0,1,1,0,0,0,1,0
1124,51082,11,4,4020314,Messegelände,2019,7,17,6,2,3,6,0,0,0,0,1,0,1,0
1125,51083,11,7,7030303,Grazer Platz,2019,4,14,3,3,0,6,0,0,1,0,1,0,0,0
1126,51084,11,2,2050602,Samariterviertel,2019,6,15,5,3,2,6,0,0,1,0,0,0,0,0
1127,51085,11,7,7050501,Rathausstraße,2019,9,6,1,3,9,1,0,0,1,0,0,0,0,0
1128,51086,11,2,2050602,Samariterviertel,2019,12,13,3,3,5,2,0,1,1,0,0,0,0,0
1129,51087,11,4,4030417,Schloßstraße,2019,5,18,5,3,5,2,0,1,1,0,0,0,0,0
1130,51088,11,2,2050602,Samariterviertel,2019,7,9,6,3,5,3,0,1,1,0,0,0,0,0
1131,51089,11,7,7060601,Marienfelder Allee Nordwest,2019,10,17,5,3,5,3,2,0,1,0,1,0,0,0
1132,51090,11,12,12103115,Breitkopfbecken,2019,7,19,5,3,1,1,0,1,1,0,0,0,0,0
1133,51091,11,2,2020202,Rathaus Yorckstraße,2019,9,0,6,3,5,3,2,1,1,0,0,0,0,0
1134,51092,11,3,3050923,Weißenseer Spitze,2019,4,14,3,3,2,6,0,0,1,0,0,0,1,0
1135,51093,11,3,3040818,Pankow Süd,2019,10,18,4,3,3,6,1,0,1,0,1,0,0,1
1136,51094,11,2,2050602,Samariterviertel,2019,8,22,7,2,6,7,2,0,1,1,0,0,0,0
1137,51096,11,2,2040503,Richard-Sorge-Viertel,2019,5,17,5,3,5,2,0,1,1,0,0,0,0,0
1138,51097,11,1,1011102,Großer Tiergarten,2019,7,13,5,3,0,7,0,1,0,0,0,0,0,0
1139,51098,11,2,2050601,Hausburgviertel,2019,4,20,2,3,5,5,1,1,1,0,0,0,0,0
1140,51099,11,2,2050803,Stralauer Kiez,2019,11,10,1,3,0,7,0,0,0,0,0,0,1,1
1141,51100,11,12,12103219,Schäfersee,2019,6,21,7,3,0,6,1,0,1,0,1,0,0,0
1142,51101,11,3,3061126,Arnimplatz,2019,12,13,5,3,0,7,0,0,1,0,0,0,0,0
1143,51102,11,1,1011303,Alexanderplatzviertel,2019,7,9,5,3,6,4,0,0,0,1,0,0,1,0
1144,51103,11,1,1044102,Schillerpark,2019,4,17,2,2,5,3,0,1,1,0,0,0,0,0
1145,51104,11,12,12231101,Hermsdorf,2019,10,11,7,3,2,6,0,0,1,0,0,0,1,0
1146,51105,11,7,7040403,Manteuffelstraße,2019,8,19,7,3,5,7,2,0,1,0,0,0,0,0
1147,51106,11,6,6010209,Feuerbachstraße,2019,7,11,5,3,5,2,0,0,1,0,0,0,0,0
1148,51107,11,2,2020202,Rathaus Yorckstraße,2019,4,17,2,3,5,2,0,1,1,0,0,0,0,0
1149,51108,11,6,6030503,Zehlendorf Mitte,2019,10,14,4,3,2,6,0,0,1,0,0,0,0,0
1150,51109,11,4,4030622,Richard-Wagner-Straße,2019,6,17,5,3,2,2,0,1,1,0,0,0,0,0
1151,51110,11,2,2050602,Samariterviertel,2019,8,20,7,3,5,3,2,0,1,0,0,0,0,0
1152,51111,11,10,10030726,Alt-Biesdorf,2019,12,11,6,3,5,2,0,1,1,0,0,0,0,0
1153,51112,11,3,3020209,Niederschönhausen,2019,5,7,5,3,3,6,0,0,1,0,1,0,0,0
1154,51113,11,4,4010101,Jungfernheide,2019,4,9,2,2,3,6,0,0,1,0,0,0,0,0
1155,51114,11,7,7050502,Fritz-Werner-Straße,2019,11,11,1,3,5,3,0,0,1,0,0,0,0,0
1156,51115,11,1,1011303,Alexanderplatzviertel,2019,5,11,5,3,5,3,0,0,1,0,1,0,0,0
1157,51116,11,4,4030623,Ernst-Reuter-Platz,2019,11,14,6,3,3,6,0,0,1,0,0,0,0,0
1158,51117,11,6,6010209,Feuerbachstraße,2019,7,10,5,2,0,1,0,0,1,0,1,0,0,0
1159,51118,11,1,1044201,Reinickendorfer Straße,2019,4,15,2,3,2,6,0,0,1,0,0,0,0,0
1160,51119,11,12,12103117,Letteplatz,2019,10,20,2,2,3,6,2,0,1,0,1,0,0,0
1161,51120,11,6,6030605,Botanischer Garten,2019,8,17,7,2,2,6,0,0,1,0,1,0,0,0
1162,51122,11,8,9010302,Späthsfelde,2019,5,15,5,2,0,1,0,0,1,0,0,0,0,0
1163,51123,11,4,4041134,Bismarckallee,2019,7,11,5,3,3,6,0,0,1,0,0,0,0,0
1164,51124,11,3,3020209,Niederschönhausen,2019,4,16,2,3,5,3,0,0,0,0,1,0,1,0
1165,51125,11,1,1033203,Humboldthain Nordwest,2019,6,21,1,3,2,6,1,0,1,0,0,0,0,0
1166,51126,11,4,4020311,Reichsstraße,2019,8,13,7,2,2,6,0,0,1,0,0,0,0,0
1167,51127,11,3,3061228,Erich-Weinert-Straße,2019,12,5,2,3,5,2,2,1,1,0,0,0,0,0
1168,51128,11,7,7040403,Manteuffelstraße,2019,5,7,5,3,2,6,0,0,1,0,0,0,0,0
1169,51129,11,2,2020203,Viktoriapark,2019,7,16,4,3,2,6,0,0,1,0,0,0,0,0
1170,51130,11,7,7050502,Fritz-Werner-Straße,2019,4,16,2,3,5,2,0,0,1,0,1,0,0,0
1171,51131,11,4,4020314,Messegelände,2019,11,5,2,3,2,6,2,0,1,0,0,0,0,1
1172,51132,11,1,1044201,Reinickendorfer Straße,2019,7,23,4,2,5,2,2,0,1,0,0,0,0,0
1173,51133,11,7,7070701,Kettinger Straße/Schillerstraße,2019,4,14,1,3,2,6,0,0,1,0,0,0,0,0
1174,51134,11,4,4041239,Stadion Wilmersdorf,2019,10,6,2,3,2,6,2,0,1,0,0,0,0,0
1175,51135,11,10,10010308,Marzahner Chaussee,2019,8,23,6,2,0,7,2,1,0,0,0,0,0,0
1176,51137,11,7,7040405,Rathaus Tempelhof,2019,5,7,5,2,3,6,0,0,1,0,1,0,1,0
1177,51138,11,7,7010104,Dennewitzplatz,2019,7,21,4,3,5,2,1,0,1,0,1,0,0,0
1178,51139,11,3,3061126,Arnimplatz,2019,4,14,1,3,6,4,0,1,0,1,0,0,0,0
1179,51140,11,9,9010302,Späthsfelde,2019,11,8,4,3,3,6,0,0,1,0,0,1,0,1
1180,51141,11,1,1011104,Körnerstraße,2019,6,13,4,3,5,2,0,0,1,0,1,0,0,0
1181,51142,11,7,7030303,Grazer Platz,2019,8,18,6,3,2,6,0,0,1,0,0,0,0,0
1182,51143,11,4,4030417,Schloßstraße,2019,12,11,2,3,3,6,0,0,1,0,0,0,0,0
1183,51144,11,7,7030303,Grazer Platz,2019,7,17,4,3,2,6,0,0,1,0,1,0,0,0
1184,51145,11,10,10040933,Mahlsdorf Süd,2019,10,14,4,3,2,6,0,0,1,0,0,0,0,0
1185,51146,11,1,1011104,Körnerstraße,2019,8,17,6,3,4,6,0,1,0,0,0,0,1,0
1186,51147,11,7,7020203,Kaiser-Wilhelm-Platz,2019,7,19,3,3,1,5,0,1,1,0,0,0,0,0
1187,51148,11,4,4020314,Messegelände,2019,4,11,1,3,3,6,0,0,1,0,0,0,0,0
1188,51149,11,1,1011303,Alexanderplatzviertel,2019,10,14,3,3,6,4,0,1,0,1,0,0,0,1
1189,51150,11,3,3050925,Komponistenviertel Weißensee,2019,8,9,6,3,2,6,0,0,0,0,0,1,1,0
1190,51152,11,12,12301205,Waidmannslust,2019,5,17,4,3,2,6,0,0,1,0,0,0,0,1
1191,51153,11,1,1011303,Alexanderplatzviertel,2019,7,17,3,3,5,2,0,1,1,0,0,0,0,0
1192,51154,11,2,2050803,Stralauer Kiez,2019,4,18,1,3,0,1,0,0,0,0,1,0,0,0
1193,51155,11,7,7060603,Marienfelde Nordost,2019,11,7,6,3,2,7,1,0,1,0,0,0,0,0
1194,51156,11,7,7040403,Manteuffelstraße,2019,5,17,4,3,2,6,0,0,1,0,0,0,0,0
1195,51157,11,7,7040401,Neu-Tempelhof,2019,12,17,3,3,1,5,2,0,1,0,0,0,0,1
1196,51158,11,12,12103117,Letteplatz,2019,7,17,3,3,0,2,0,1,1,0,0,0,0,0
1197,51159,11,4,4030621,Spreestadt,2019,4,18,1,3,0,4,0,1,0,1,0,0,0,0
1198,51160,11,12,12214125,Waldidyll/Flughafensee,2019,10,7,6,3,2,6,1,0,1,0,1,0,0,0
1199,51161,11,1,1044102,Schillerpark,2019,8,14,6,3,3,6,0,1,1,0,0,0,1,0
1200,51163,11,12,12214125,Waldidyll/Flughafensee,2019,7,10,3,3,2,6,0,0,1,0,0,0,0,0
1201,51164,11,4,4041133,Güterbahnhof Grunewald,2019,4,18,1,3,2,6,0,0,1,0,0,0,0,0
1202,51165,11,3,3061332,Helmholtzplatz,2019,10,11,3,3,6,4,0,0,0,1,0,0,1,1
1203,51166,11,7,7040403,Manteuffelstraße,2019,6,22,4,3,2,6,2,0,1,0,0,0,0,0
1204,51167,11,11,11030721,Rüdigerstraße,2019,8,12,6,3,5,2,0,1,1,0,0,0,0,0
1205,51168,11,9,9010101,Elsenstraße,2019,12,19,7,3,2,6,2,0,1,0,0,0,0,0
1206,51169,11,6,6030503,Zehlendorf Mitte,2019,5,10,4,3,5,2,0,1,1,0,0,0,0,1
1207,51170,11,7,7050502,Fritz-Werner-Straße,2019,4,16,1,3,6,7,0,1,0,1,0,0,0,0
1208,51171,11,9,9020601,Schnellerstraße,2019,11,18,7,2,5,3,2,1,1,0,0,0,0,1
1209,51172,11,6,6040703,Nikolassee,2019,10,9,3,3,5,2,0,1,0,0,0,0,1,1
1210,51173,11,3,3061332,Helmholtzplatz,2019,8,11,6,3,3,6,0,1,1,0,0,0,0,0
1211,51175,11,4,4030417,Schloßstraße,2019,5,12,4,3,2,6,0,0,1,0,1,0,0,1
1212,51176,11,7,7040401,Neu-Tempelhof,2019,7,9,3,3,2,6,0,0,1,0,0,0,0,0
1213,51177,11,11,11041022,Rosenfelder Ring,2019,4,15,1,3,0,2,0,0,1,0,1,0,0,0
1214,51178,11,12,12103218,Teichstraße,2019,11,14,7,3,5,3,0,0,1,0,0,0,0,1
1215,51179,11,2,2050602,Samariterviertel,2019,5,12,4,3,2,2,0,0,1,0,0,0,0,0
1216,51180,11,2,2050602,Samariterviertel,2019,8,10,6,3,6,4,0,1,0,1,0,0,0,0
1217,51181,11,4,4010101,Jungfernheide,2019,12,6,4,3,2,6,2,0,1,0,0,0,0,0
1218,51182,11,11,2050602,Samariterviertel,2019,7,9,3,3,3,6,0,0,1,0,0,1,0,0
1219,51183,11,4,4020313,Königin-Elisabeth-Straße,2019,4,12,7,2,6,4,0,1,0,1,0,0,0,0
1220,51184,11,7,7030303,Grazer Platz,2019,10,20,6,3,2,6,2,0,1,0,0,0,0,0
1221,51185,11,11,11030721,Rüdigerstraße,2019,8,9,6,3,5,2,0,1,0,0,0,0,1,0
1222,51186,11,7,7040401,Neu-Tempelhof,2019,7,8,3,2,3,6,0,1,1,0,0,1,0,0
1223,51187,11,4,4020313,Königin-Elisabeth-Straße,2019,4,12,7,2,6,4,0,1,0,1,0,0,0,0
1224,51188,11,4,4030724,Lietzensee,2019,10,15,3,3,2,6,0,0,1,0,0,0,0,1
1225,51189,11,7,7040403,Manteuffelstraße,2019,6,16,5,3,2,6,0,0,1,0,0,0,1,1
1226,51190,11,3,3071639,Bötzowstraße,2019,8,6,5,3,3,6,1,1,0,0,0,0,0,0
1227,51191,11,3,3061429,Greifswalder Straße,2019,12,21,5,3,0,3,2,1,0,0,0,0,1,1
1228,51192,11,1,1011105,Nördlicher Landwehrkanal,2019,5,13,4,3,6,4,0,0,1,1,0,0,0,0
1229,51193,11,7,7040403,Manteuffelstraße,2019,4,23,7,3,2,6,2,0,1,0,0,0,0,0
1230,51194,11,3,3061131,Falkplatz,2019,11,0,1,3,6,7,2,1,0,1,0,0,0,0
1231,51195,11,10,10010204,Wuhletalstraße,2019,5,14,3,3,5,3,0,0,1,0,0,1,0,0
1232,51196,11,12,12301203,Wittenau Süd,2019,11,8,5,3,0,2,0,1,1,0,0,0,0,1
1233,51197,11,6,6010101,Fichtenberg,2019,7,18,3,3,8,1,0,0,1,0,0,0,0,0
1234,51198,11,1,1011201,Wilhelmstraße,2019,4,23,7,3,2,6,2,0,1,0,0,0,0,0
1235,51199,11,7,7070701,Kettinger Straße/Schillerstraße,2019,10,18,7,2,2,6,2,0,1,0,1,0,0,0
1236,51200,11,1,1011201,Wilhelmstraße,2019,8,22,5,3,5,2,2,1,0,0,1,0,0,0
1237,51202,11,2,2050602,Samariterviertel,2019,5,18,3,2,6,7,0,1,0,1,0,0,0,0
