,object id,district,street,year,month,hour of day,weekday,category,accident type,accident type 2,light situation,bike involved,car involved,pedestrian involved,motor bike involved,big track involved,other vehicle involved,road condition,district name,category name,accident detail,accident type detail,light condition,road condition detail
0,49090,12,Wittenau Süd,2019,1,13,6,3,5,3,0,1,1,0,0,0,0,1,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery
1,49091,3,Pankow Süd,2019,1,9,5,3,5,3,0,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
2,49093,12,Breitkopfbecken,2019,3,21,6,3,0,1,2,1,0,0,0,0,0,0,Reinickendorf,Accident with minor injuries,Others,Driving accident,Dark,Dry
3,49096,6,Nikolassee,2019,1,7,6,2,6,4,1,0,1,1,0,0,0,1,Steglitz-Zehlendorf,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Twilight,Wet/moist/slippery
4,49097,7,Grazer Platz,2019,2,15,3,3,2,6,0,0,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
5,49100,5,Börnicker Straße,2019,1,7,5,3,2,6,2,0,1,0,0,0,0,1,Spandau,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
6,49101,5,Weinmeisterhornweg,2019,1,8,3,3,6,6,0,0,1,1,0,0,0,0,Spandau,Accident with minor injuries,Collision between vehicle and pedestrian,Collision involving vehicles going in the same way,Daylight,Dry
7,49105,2,Samariterviertel,2019,1,7,5,3,6,2,0,0,1,1,0,0,0,1,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Wet/moist/slippery
8,49106,5,Weinmeisterhornweg,2019,2,18,1,3,5,2,2,0,1,0,0,0,0,0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry
9,49109,7,Fritz-Werner-Straße,2019,1,17,5,3,3,2,2,0,1,0,0,0,1,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Turning accident,Dark,Dry
10,49111,7,Lindenhofsiedlung,2019,1,18,5,3,2,6,2,0,1,0,0,0,1,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
11,49114,4,Brabanter Platz,2019,1,16,5,2,0,1,2,0,0,0,1,0,0,0,Charlottenburg - Wilmersdorf,Accident with serious injuries,Others,Driving accident,Dark,Dry
12,49115,4,Jungfernheide,2019,2,12,6,3,2,6,0,0,0,0,0,1,1,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
13,49118,1,Leipziger Straße,2019,3,13,5,3,2,6,0,0,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
14,49121,4,Güterbahnhof Grunewald,2019,1,17,4,3,2,6,2,0,1,0,0,0,0,1,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
15,49124,1,Unter den Linden Nord,2019,1,12,4,3,2,6,0,0,1,0,0,0,0,1,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery
16,49125,3,Niederschönhausen,2019,1,13,4,3,5,3,0,0,1,0,0,1,0,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
17,49128,12,Schäfersee,2019,1,17,4,3,6,2,2,0,1,1,0,0,0,1,Reinickendorf,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery
18,49131,9,Schnellerstraße,2019,1,6,4,3,3,6,2,0,1,0,1,0,0,1,Treptow-Köpenick,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
19,49132,1,Humboldthain Nordwest,2019,2,6,7,2,5,2,2,0,1,0,1,0,0,0,Mitte,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry
20,49135,9,Späthsfelde,2019,1,5,4,3,3,6,2,0,1,0,0,1,0,1,Treptow-Köpenick,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
21,49136,1,Unter den Linden Nord,2019,1,11,1,3,5,3,0,1,0,0,0,0,0,1,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery
22,49140,2,Samariterviertel,2019,1,8,4,3,5,3,1,1,1,0,0,0,0,1,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Wet/moist/slippery
23,49141,12,Wittenau Süd,2019,2,15,6,3,5,3,0,0,1,0,0,0,1,0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
24,49144,3,Greifswalder Straße,2019,1,7,4,3,6,4,2,0,1,1,0,0,0,1,Pankow,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Wet/moist/slippery
25,49147,4,Paul-Hertz-Siedlung,2019,1,7,4,3,2,6,2,0,1,0,0,0,0,1,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
26,49150,6,Nikolassee,2019,1,7,4,2,6,2,2,0,1,1,0,0,0,1,Steglitz-Zehlendorf,Accident with serious injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery
27,49151,6,Botanischer Garten,2019,2,18,3,3,2,6,2,0,1,0,0,0,0,0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
28,49154,6,Düppel,2019,1,9,3,3,2,6,0,0,1,0,0,0,0,1,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery
29,49155,7,Rathausstraße,2019,2,10,7,3,2,6,0,0,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
30,49158,1,Nördlicher Landwehrkanal,2019,1,19,3,3,2,6,2,0,1,0,0,0,0,1,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
31,49160,2,Boxhagener Platz,2019,1,19,3,3,2,6,2,1,0,0,0,0,0,1,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
32,49163,7,Fritz-Werner-Straße,2019,1,17,3,3,5,3,2,0,1,0,0,0,0,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Wet/moist/slippery
33,49164,10,Springpfuhl,2019,2,10,4,2,5,3,0,1,1,0,0,0,0,0,Marzahn-Hellersdorf,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
34,49166,4,Stadion Wilmersdorf,2019,3,14,4,3,2,6,0,0,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
35,49169,3,Rennbahnstraße,2019,1,12,3,3,4,1,0,0,1,0,0,0,0,1,Pankow,Accident with minor injuries,Collision with oncoming vehicle,Driving accident,Daylight,Wet/moist/slippery
36,49172,7,Neu-Tempelhof,2019,1,19,2,3,6,4,2,0,0,1,0,0,1,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Wet/moist/slippery
37,49173,6,Wannsee,2019,1,17,4,2,0,1,2,0,0,0,1,0,0,1,Steglitz-Zehlendorf,Accident with serious injuries,Others,Driving accident,Dark,Wet/moist/slippery
38,49178,7,Rathausstraße,2019,1,12,1,3,6,2,0,0,1,1,0,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry
39,49179,4,Bismarckallee,2019,2,5,6,3,0,1,1,0,0,0,1,0,0,1,Charlottenburg - Wilmersdorf,Accident with minor injuries,Others,Driving accident,Twilight,Wet/moist/slippery
40,49182,2,Samariterviertel,2019,1,11,7,3,5,2,0,0,1,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
41,49183,1,Unter den Linden Nord,2019,1,11,1,3,5,3,0,1,0,0,0,0,0,1,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery
42,49186,12,Teichstraße,2019,1,7,6,3,2,2,1,0,1,0,0,0,0,1,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Twilight,Wet/moist/slippery
43,49188,9,Späthsfelde,2019,1,19,6,3,2,6,2,0,1,0,0,0,0,0,Treptow-Köpenick,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
44,49189,7,Kettinger Straße/Schillerstraße,2019,2,12,6,3,5,2,0,1,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
45,49192,3,Pankow Süd,2019,1,18,6,3,5,3,2,1,1,0,0,0,0,1,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Wet/moist/slippery
46,49194,3,Schönholz,2019,1,20,4,3,5,3,2,1,0,0,0,0,1,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry
47,49196,7,Kaiser-Wilhelm-Platz,2019,1,18,6,3,1,5,2,1,1,0,0,0,0,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Wet/moist/slippery
48,49199,6,Fichtenberg,2019,1,18,5,3,5,2,2,1,1,0,0,0,0,0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry
49,49200,4,Schloßstraße,2019,2,2,7,2,0,1,2,0,1,0,0,0,0,1,Charlottenburg - Wilmersdorf,Accident with serious injuries,Others,Driving accident,Dark,Wet/moist/slippery
50,49202,1,Alexanderplatzviertel,2019,3,17,7,3,2,7,1,1,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Others,Twilight,Dry
51,49205,10,Ringkolonnaden,2019,1,18,4,3,2,6,2,0,1,0,0,0,0,1,Marzahn-Hellersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
52,49206,1,Heidestraße,2019,2,16,5,3,0,6,0,1,1,0,0,0,0,0,Mitte,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Daylight,Dry
53,49209,7,Grazer Platz,2019,1,13,4,3,5,3,0,0,1,0,0,1,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
54,49210,3,Arnimplatz,2019,1,14,2,3,0,2,1,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Others,Turning accident,Twilight,Dry
55,49216,10,Mahlsdorf Süd,2019,3,16,3,3,5,2,0,0,1,0,0,0,0,0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
56,49219,8,Buschkrugallee Nord,2019,1,3,4,3,3,6,2,0,1,0,0,1,0,1,Neukölln,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
57,49222,2,Askanischer Platz,2019,1,4,3,3,2,6,2,0,1,0,0,0,0,1,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
58,49223,6,Feuerbachstraße,2019,1,11,3,2,5,2,0,0,1,0,0,0,0,1,Steglitz-Zehlendorf,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery
59,49228,4,Messegelände,2019,1,5,3,3,9,1,2,0,1,0,0,0,0,1,Charlottenburg - Wilmersdorf,Accident with minor injuries,Departure from the roadway to the left,Driving accident,Dark,Wet/moist/slippery
60,49229,1,Alexanderplatzviertel,2019,2,10,4,1,5,2,0,1,0,0,0,1,0,0,Mitte,Accident with fatalities,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
61,49232,2,Rathaus Yorckstraße,2019,1,2,3,3,2,6,2,0,1,0,0,0,0,1,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
62,49233,7,Manteuffelstraße,2019,1,21,7,3,2,6,2,0,1,0,0,0,0,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
63,49236,7,Fritz-Werner-Straße,2019,1,14,6,3,5,2,0,1,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
64,49238,9,Am Treptower Park Nord,2019,1,2,3,3,2,4,2,0,1,1,0,0,0,1,Treptow-Köpenick,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Pedestrian crossing accident,Dark,Wet/moist/slippery
65,49239,3,Thälmannpark,2019,2,18,5,3,2,6,2,0,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
66,49248,3,Greifswalder Straße,2019,2,15,6,3,6,2,0,0,1,1,0,0,0,0,Pankow,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry
67,49250,4,Ernst-Reuter-Platz,2019,3,12,6,3,5,2,0,0,0,0,1,0,1,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
68,49254,2,Samariterviertel,2019,2,20,4,3,2,6,2,1,0,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
69,49258,7,Rathaus Tempelhof,2019,1,23,7,2,9,1,2,0,1,0,0,0,0,1,Tempelhof-Schöneberg,Accident with serious injuries,Departure from the roadway to the left,Driving accident,Dark,Wet/moist/slippery
70,49264,7,Manteuffelstraße,2019,2,6,2,3,2,6,0,0,1,0,0,0,1,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
71,49273,1,Reinickendorfer Straße,2019,2,16,2,3,5,7,0,0,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry
72,49277,3,Falkplatz,2019,2,18,4,3,6,4,1,1,0,1,0,0,0,0,Pankow,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Twilight,Dry
73,49283,4,Güterbahnhof Grunewald,2019,1,13,6,3,2,6,0,0,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
74,49286,3,Thälmannpark,2019,2,19,3,3,1,5,2,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Dry
75,49289,1,Wilhelmstraße,2019,3,14,7,3,4,6,0,1,1,0,0,0,0,1,Mitte,Accident with minor injuries,Collision with oncoming vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery
76,49297,6,Wannsee,2019,1,19,5,2,6,4,2,0,1,1,0,0,0,1,Steglitz-Zehlendorf,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Wet/moist/slippery
77,49299,2,Wriezener Bahnhof/Entwicklungsgebiet,2019,2,13,5,3,5,3,0,1,0,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
78,49303,7,Grazer Platz,2019,2,16,3,3,2,6,0,0,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
79,49307,3,Greifswalder Straße,2019,1,12,3,3,5,2,0,1,0,0,0,1,0,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
80,49312,1,Unter den Linden Nord,2019,2,22,7,3,2,6,2,0,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
81,49321,7,Grazer Platz,2019,2,8,5,2,6,2,0,0,1,1,0,0,0,0,Tempelhof-Schöneberg,Accident with serious injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry
82,49323,1,Alexanderplatzviertel,2019,3,22,5,3,2,2,2,1,0,0,0,0,1,0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Dark,Dry
83,49330,4,Park Ruhwald,2019,1,7,4,3,3,6,1,0,1,0,0,0,0,1,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Twilight,Wet/moist/slippery
84,49337,3,Komponistenviertel Weißensee,2019,2,14,7,3,5,3,0,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
85,49338,2,Viktoriapark,2019,3,7,6,3,1,1,0,0,1,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Driving accident,Daylight,Dry
86,49345,6,Nikolassee,2019,1,12,4,2,2,6,0,0,1,0,0,0,0,1,Steglitz-Zehlendorf,Accident with serious injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery
87,49350,4,Plötzensee,2019,2,18,1,3,2,6,2,0,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
88,49354,7,Kettinger Straße/Schillerstraße,2019,1,7,2,3,2,6,2,0,1,0,0,0,0,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
89,49360,4,Reichsstraße,2019,2,14,7,3,3,6,0,0,1,0,0,0,1,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
90,49370,4,Richard-Wagner-Straße,2019,2,19,4,3,2,6,2,0,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry
91,49372,4,Königin-Elisabeth-Straße,2019,3,12,4,3,2,6,0,0,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
92,49379,1,Alexanderplatzviertel,2019,1,12,3,3,3,6,0,1,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
93,49385,4,Richard-Wagner-Straße,2019,2,9,5,3,5,7,0,0,1,0,1,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry
94,49389,4,Richard-Wagner-Straße,2019,1,6,7,3,5,2,1,0,1,0,0,0,1,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Twilight,Dry
95,49392,12,Waldidyll/Flughafensee,2019,1,10,6,3,2,6,0,0,1,0,0,0,1,1,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery
96,49395,3,Pankow Süd,2019,2,12,6,2,5,2,0,0,1,0,0,0,1,0,Pankow,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
97,49404,3,Arnimplatz,2019,1,0,1,3,3,6,2,0,1,0,0,0,0,1,Pankow,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
98,49409,3,Erich-Weinert-Straße,2019,2,17,6,3,3,6,1,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Twilight,Dry
99,49419,4,Klausenerplatz,2019,2,10,2,3,2,6,0,0,1,0,0,1,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
100,49421,4,Messegelände,2019,3,8,2,3,3,6,0,0,1,0,0,1,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
101,49428,1,Großer Tiergarten,2019,1,10,3,3,5,2,0,0,1,0,0,0,0,1,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery
102,49434,12,Breitkopfbecken,2019,2,11,4,3,2,2,0,0,1,0,0,0,0,0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry
103,49440,1,Alexanderplatzviertel,2019,1,6,5,3,6,2,2,0,1,1,0,0,0,1,Mitte,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery
104,49443,12,Letteplatz,2019,2,16,5,3,2,6,0,0,1,0,0,0,0,0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
105,49452,12,Schäfersee,2019,1,17,5,3,3,6,2,0,1,0,0,0,0,0,Reinickendorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Dry
106,49454,3,Helmholtzplatz,2019,3,23,6,3,5,2,2,0,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry
107,49458,1,Alexanderplatzviertel,2019,2,18,4,3,2,2,2,1,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Dark,Dry
108,49465,3,Bötzowstraße,2019,2,18,6,3,1,5,2,1,0,0,0,0,1,0,Pankow,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Dry
109,49467,6,Wannsee,2019,3,12,7,3,1,1,0,0,1,0,0,0,0,0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Driving accident,Daylight,Dry
110,49471,2,Traveplatz,2019,2,15,4,3,3,6,0,1,1,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
111,49475,4,Jungfernheide,2019,1,11,2,3,3,6,0,0,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
112,49481,3,Rennbahnstraße,2019,2,15,3,3,5,3,0,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry
113,49490,7,Kaiser-Wilhelm-Platz,2019,2,15,3,3,2,6,0,0,1,0,0,0,0,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
114,49493,12,Heiligensee,2019,3,14,6,3,0,7,0,0,1,0,0,0,0,0,Reinickendorf,Accident with minor injuries,Others,Others,Daylight,Dry
115,49500,2,Boxhagener Platz,2019,1,16,5,3,5,2,0,1,1,0,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
116,49502,2,Samariterviertel,2019,2,15,5,3,6,7,0,1,0,1,0,0,0,0,Friedrichshain - Kreuzberg,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Daylight,Dry
117,49506,4,Königin-Elisabeth-Straße,2019,2,9,2,3,5,7,0,1,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry
118,49510,6,Zehlendorf Mitte,2019,1,19,3,3,0,6,2,0,0,0,1,0,1,1,Steglitz-Zehlendorf,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery
119,49515,4,Jungfernheide,2019,2,14,7,3,2,6,0,0,1,0,0,0,0,0,Charlottenburg - Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
120,49522,3,Winsstraße,2019,1,8,3,3,3,6,0,0,1,0,0,1,0,0,Pankow,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry
121,49528,7,Grazer Platz,2019,2,15,2,3,2,6,0,0,1,0,0,0,1,0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry
122,49537,7,Kettinger Straße/Schillerstraße,2019,2,7,6,3,3,6,1,0,1,0,0,0,0,1,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Twilight,Wet/moist/slippery
123,49540,1,Alexanderplatzviertel,2019,3,7,5,3,0,5,0,1,1,0,0,0,0,1,Mitte,Accident with minor injuries,Others,Accident involving parked vehicles,Daylight,Wet/moist/slippery
124,49547,3,Pankow Süd,2019,1,14,4,3,1,5,0,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry
125,49554,3,Arnimplatz,2019,2,15,7,3,5,2,0,1,1,0,0,0,0,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry
126,49558,3,Greifswalder Straße,2019,1,15,2,2,6,4,0,0,1,1,0,0,0,0,Pankow,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry
127,49563,1,Leopoldplatz,2019,2,15,6,3,1,5,0,0,1,0,0,0,0,0,Mitte,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry
128,49573,3,Niederschönhausen,2019,2,17,4,3,5,7,2,1,0,0,0,0,1,0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Dark,Dry
