,Unnamed: 0,object id,district,street,year,month,hour of day,weekday,category,accident type,accident type 2,light situation,bike involved,car involved,pedestrian involved,motor bike involved,big track involved,other vehicle involved,road condition,district name,category name,accident detail,accident type detail,light condition,road condition detail,accident count by district,est. population
10508,10508,199811,7,Horstwalder Straße/Paplitzer Straße,2019,10,12,2,3,6,2,0,0,1,1,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry,1241,350984.0
10509,10509,199812,12,Breitkopfbecken,2019,10,1,2,2,1,7,2,0,1,0,0,0,0,0.0,Reinickendorf,Accident with serious injuries,Collision with a moving/standing/parked vehicle,Others,Dark,Dry,867,266408.0
10510,10510,199813,6,Goerzwerke,2019,9,14,6,3,5,3,0,0,1,0,1,0,0,1.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,851,310071.0
10511,10511,199814,4,Schaperstraße,2019,9,13,6,3,5,2,0,1,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,1727,343592.0
10512,10512,199815,5,Ackerstraße,2019,10,11,2,3,1,7,0,0,1,0,0,0,0,0.0,Spandau,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Others,Daylight,Dry,798,245197.0
10513,10513,199816,3,Volkspark Prenzlauer Berg,2019,10,11,2,2,6,4,0,0,1,1,0,0,0,0.0,Pankow,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,1219,409335.0
10514,10514,199817,4,Eisenzahnstraße,2019,9,13,6,3,2,2,0,0,1,0,0,0,1,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Wet/moist/slippery,1727,343592.0
10515,10515,199818,1,Heine-Viertel Ost,2019,10,11,2,3,5,2,0,0,1,0,1,0,0,0.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,2215,385748.0
10516,10516,199819,2,Urbanstraße,2019,9,12,6,3,2,6,0,0,1,0,0,0,1,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,1381,290386.0
10517,10517,199820,9,Oberschöneweide West,2019,10,10,2,2,5,3,0,1,1,0,0,0,0,0.0,Treptow-Köpenick,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,892,273689.0
10518,10518,199821,2,Stralauer Kiez,2019,10,5,1,3,1,5,2,1,1,0,0,0,1,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Wet/moist/slippery,1381,290386.0
10519,10519,199822,7,John-Locke-Straße,2019,9,13,6,3,1,6,0,1,1,0,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,1241,350984.0
10520,10520,199823,10,Ringkolonnaden,2019,10,14,1,3,5,3,0,1,1,0,0,0,0,0.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,586,269967.0
10521,10521,199824,8,Reuterkiez,2019,9,12,6,3,1,5,0,1,1,0,0,0,0,1.0,Neukölln,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Wet/moist/slippery,934,329917.0
10522,10522,199825,1,Gesundbrunnen,2019,10,19,1,3,5,2,2,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry,2215,385748.0
10523,10523,199826,1,Leipziger Straße,2019,9,12,6,3,5,2,0,1,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,2215,385748.0
10524,10524,199827,7,Marienfelde Süd,2019,9,12,6,2,6,4,0,0,1,1,0,0,0,1.0,Tempelhof-Schöneberg,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Wet/moist/slippery,1241,350984.0
10525,10525,199828,1,Emdener Straße,2019,10,18,1,2,6,4,1,0,1,1,0,0,0,0.0,Mitte,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Twilight,Dry,2215,385748.0
10526,10526,199829,5,Eiswerder,2019,10,18,1,3,2,6,1,0,1,0,0,0,0,0.0,Spandau,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Twilight,Dry,798,245197.0
10527,10527,199830,1,Schillerpark,2019,9,11,6,3,5,2,0,1,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,2215,385748.0
10528,10528,199831,11,Rummelsburg,2019,10,21,1,3,2,2,2,0,1,0,1,0,0,0.0,Lichtenberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Dark,Dry,679,294201.0
10529,10529,199832,1,Wilhelmstraße,2019,9,21,6,2,6,4,2,0,1,1,0,0,0,0.0,Mitte,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Dry,2215,385748.0
10530,10530,199833,1,Reinickendorfer Straße,2019,10,16,1,3,2,6,0,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,2215,385748.0
10531,10531,199834,7,Nollendorfplatz,2019,9,18,6,3,5,3,1,1,1,0,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Wet/moist/slippery,1241,350984.0
10532,10532,199835,8,Buckow Mitte,2019,10,14,1,3,2,6,0,0,1,0,0,0,0,0.0,Neukölln,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,934,329917.0
10533,10533,199836,9,Späthsfelde,2019,9,18,6,3,8,1,1,0,1,0,0,0,0,1.0,Treptow-Köpenick,Accident with minor injuries,Departure from the roadway to the right,Driving accident,Twilight,Wet/moist/slippery,892,273689.0
10534,10534,199837,12,Frohnau,2019,10,14,1,3,2,2,0,1,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry,867,266408.0
10535,10535,199838,7,Neu-Tempelhof,2019,10,14,1,3,2,6,0,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1241,350984.0
10536,10536,199839,1,Unter den Linden Nord,2019,9,19,6,3,0,1,2,0,0,0,0,0,1,1.0,Mitte,Accident with minor injuries,Others,Driving accident,Dark,Wet/moist/slippery,2215,385748.0
10537,10537,199840,11,Rüdigerstraße,2019,9,18,6,3,5,3,1,0,1,0,0,0,0,1.0,Lichtenberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Wet/moist/slippery,679,294201.0
10538,10538,199841,8,Hertzbergplatz,2019,10,14,1,3,5,3,0,1,1,0,0,0,0,0.0,Neukölln,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,934,329917.0
10539,10539,199842,4,Park Ruhwald,2019,9,18,6,3,8,1,1,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Departure from the roadway to the right,Driving accident,Twilight,Wet/moist/slippery,1727,343592.0
10540,10540,199843,1,Reinickendorfer Straße,2019,10,13,1,3,6,4,0,0,1,1,0,0,0,0.0,Mitte,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,2215,385748.0
10541,10541,199844,1,Beusselkiez,2019,9,17,6,3,1,5,0,1,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Wet/moist/slippery,2215,385748.0
10542,10542,199845,2,Wriezener Bahnhof/Entwicklungsgebiet,2019,10,13,1,3,2,2,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry,1381,290386.0
10543,10543,199846,7,Kettinger Straße/Schillerstraße,2019,9,16,6,3,5,3,0,0,1,0,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,1241,350984.0
10544,10544,199847,12,Klixstraße,2019,10,13,1,3,5,2,0,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,867,266408.0
10545,10545,199848,6,Krumme Lanke,2019,10,13,1,3,5,3,0,1,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,851,310071.0
10546,10546,199849,4,Amtsgerichtsplatz,2019,9,17,6,3,4,6,0,0,1,0,1,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with oncoming vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,1727,343592.0
10547,10547,199850,5,Gütersloher Weg,2019,10,12,1,3,5,2,0,1,1,0,0,0,0,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,798,245197.0
10548,10548,199851,7,Alt-Lichtenrade/Töpchiner Weg,2019,9,16,6,3,2,6,0,0,1,0,1,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,1241,350984.0
10549,10549,199852,7,Nollendorfplatz,2019,10,11,1,3,6,4,0,0,0,1,0,0,1,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,1241,350984.0
10550,10550,199853,11,Karlshorst Süd,2019,9,16,6,3,6,4,0,0,1,1,0,0,0,1.0,Lichtenberg,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Wet/moist/slippery,679,294201.0
10551,10551,199854,2,Andreasviertel,2019,10,9,1,3,5,3,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1381,290386.0
10552,10552,199855,1,Brunnenstraße,2019,9,16,6,3,2,6,0,0,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,2215,385748.0
10553,10553,199856,8,Parchimer Allee,2019,10,1,1,2,1,5,2,0,1,0,0,0,1,0.0,Neukölln,Accident with serious injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Dry,934,329917.0
10554,10554,199857,8,Tempelhofer Weg,2019,9,16,6,3,3,6,0,0,1,0,1,0,0,1.0,Neukölln,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,934,329917.0
10555,10555,199858,4,Hagenplatz,2019,9,15,6,3,5,3,0,0,1,0,0,0,1,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,1727,343592.0
10556,10556,199859,12,Ziekowstraße/Freie Scholle,2019,10,0,1,2,5,2,2,0,1,0,1,0,0,1.0,Reinickendorf,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Wet/moist/slippery,867,266408.0
10557,10557,199860,4,Kaiserin-Augusta-Allee,2019,9,15,6,3,6,4,0,0,1,1,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Wet/moist/slippery,1727,343592.0
10558,10558,199861,12,Scharnweberstraße,2019,10,13,7,3,2,6,0,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,867,266408.0
10559,10559,199862,12,Lübarser Straße,2019,10,16,7,3,8,1,0,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Departure from the roadway to the right,Driving accident,Daylight,Dry,867,266408.0
10560,10560,199863,3,Weißenseer Spitze,2019,9,11,6,3,0,1,0,1,1,1,0,0,0,1.0,Pankow,Accident with minor injuries,Others,Driving accident,Daylight,Wet/moist/slippery,1219,409335.0
10561,10561,199864,10,Alt-Mahlsdorf,2019,9,9,6,3,5,2,0,1,1,0,0,0,0,1.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,586,269967.0
10562,10562,199865,2,Moritzplatz,2019,10,16,7,3,5,3,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1381,290386.0
10563,10563,199866,5,Germersheimer Platz,2019,9,10,6,3,2,6,0,0,1,0,0,0,1,1.0,Spandau,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,798,245197.0
10564,10564,199867,1,Unter den Linden Nord,2019,10,14,7,3,0,1,0,1,0,0,0,0,0,0.0,Mitte,Accident with minor injuries,Others,Driving accident,Daylight,Dry,2215,385748.0
10565,10565,199868,9,Adlershof Ost,2019,9,10,6,3,5,3,0,1,1,0,0,0,0,1.0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,892,273689.0
10566,10566,199869,7,Wittenbergplatz/Viktoria-Luise-Platz,2019,10,20,7,3,6,7,2,1,0,1,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Dark,Wet/moist/slippery,1241,350984.0
10567,10567,199870,1,Lützowstraße,2019,9,10,6,3,5,2,0,1,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,2215,385748.0
10568,10568,199871,7,Fritz-Werner-Straße,2019,10,19,7,3,5,2,2,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry,1241,350984.0
10569,10569,199872,4,Kaiserin-Augusta-Allee,2019,10,18,7,3,2,6,1,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Twilight,Wet/moist/slippery,1727,343592.0
10570,10570,199873,9,Dammvorstadt,2019,10,18,7,3,9,1,0,0,0,0,1,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Departure from the roadway to the left,Driving accident,Daylight,Dry,892,273689.0
10571,10571,199874,4,Eisenzahnstraße,2019,9,10,6,3,6,4,0,0,1,1,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Wet/moist/slippery,1727,343592.0
10572,10572,199875,3,Behaimstraße,2019,10,17,7,3,0,7,0,0,1,0,0,0,1,0.0,Pankow,Accident with minor injuries,Others,Others,Daylight,Dry,1219,409335.0
10573,10573,199876,4,Königin-Elisabeth-Straße,2019,9,9,6,2,5,3,0,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,1727,343592.0
10574,10574,199877,4,Breitscheidplatz,2019,10,14,7,3,6,2,0,0,1,1,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry,1727,343592.0
10575,10575,199878,12,Breitkopfbecken,2019,9,9,6,3,5,3,0,1,1,0,0,0,0,1.0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,867,266408.0
10576,10576,199879,4,Karl-August-Platz,2019,10,12,7,3,3,6,0,0,1,0,1,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
10577,10577,199880,5,Gartenfelder Straße,2019,10,12,7,3,6,4,0,0,1,1,0,0,0,0.0,Spandau,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,798,245197.0
10578,10578,199881,9,Adlershof West,2019,9,9,6,2,5,2,0,0,1,0,0,0,0,1.0,Treptow-Köpenick,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,892,273689.0
10579,10579,199882,3,Helmholtzplatz,2019,9,9,6,3,0,5,0,1,0,0,0,1,0,1.0,Pankow,Accident with minor injuries,Others,Accident involving parked vehicles,Daylight,Wet/moist/slippery,1219,409335.0
10580,10580,199883,7,Marienfelde Süd,2019,10,11,7,3,2,2,0,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry,1241,350984.0
10581,10581,199884,3,Weißer See,2019,10,11,7,3,5,3,0,0,1,0,0,0,0,1.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,1219,409335.0
10582,10582,199885,1,Lützowstraße,2019,9,9,6,3,3,6,0,0,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,2215,385748.0
10583,10583,199886,6,Feuerbachstraße,2019,10,7,7,3,5,2,1,0,1,0,0,0,0,1.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Twilight,Wet/moist/slippery,851,310071.0
10584,10584,199887,5,Goltzstraße,2019,9,8,6,3,5,2,0,1,1,0,0,0,0,1.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,798,245197.0
10585,10585,199888,6,Dahlem,2019,10,6,7,3,5,3,2,0,1,0,0,0,0,1.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Wet/moist/slippery,851,310071.0
10586,10586,199889,4,Leon-Jessel-Platz,2019,10,5,7,3,2,6,2,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1727,343592.0
10587,10587,199890,1,Karl-Marx-Allee,2019,10,4,7,3,5,2,2,0,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Wet/moist/slippery,2215,385748.0
10588,10588,199891,9,Adlershof West,2019,9,8,6,3,2,6,0,0,1,0,0,0,0,1.0,Treptow-Köpenick,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,892,273689.0
10589,10589,199892,4,Karl-August-Platz,2019,10,19,7,3,1,5,2,1,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Wet/moist/slippery,1727,343592.0
10590,10590,199893,8,Rixdorf,2019,9,8,6,3,5,2,0,1,1,0,0,0,0,1.0,Neukölln,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,934,329917.0
10591,10591,199894,10,Marzahner Promenade,2019,10,10,6,3,6,4,0,0,1,1,0,0,0,0.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,586,269967.0
10592,10592,199895,11,Weitlingstraße,2019,10,19,6,3,6,2,2,0,1,1,0,0,0,1.0,Lichtenberg,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery,679,294201.0
10593,10593,199896,9,Köllnische Vorstadt,2019,9,8,6,3,2,6,0,0,1,0,0,1,0,1.0,Treptow-Köpenick,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,892,273689.0
10594,10594,199897,1,Gesundbrunnen,2019,10,22,6,3,5,2,2,0,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Wet/moist/slippery,2215,385748.0
10595,10595,199898,1,Wilhelmstraße,2019,9,9,6,3,2,6,0,1,0,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,2215,385748.0
10596,10596,199899,6,Hindenburgdamm,2019,10,21,6,3,6,2,2,0,1,1,0,0,0,1.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery,851,310071.0
10597,10597,199900,1,Stephankiez,2019,9,7,6,3,5,7,0,0,1,0,1,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Wet/moist/slippery,2215,385748.0
10598,10598,199901,5,Carl-Schurz-Straße,2019,10,21,6,3,2,6,2,0,1,0,0,0,0,1.0,Spandau,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,798,245197.0
10599,10599,199902,6,Fischtal,2019,10,10,6,3,2,7,0,0,1,0,1,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Others,Daylight,Dry,851,310071.0
10600,10600,199903,1,Humboldthain Nordwest,2019,9,0,6,3,1,5,2,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Dry,2215,385748.0
10601,10601,199904,4,Jungfernheide,2019,9,8,6,2,0,7,0,0,1,0,0,1,0,1.0,Charlottenburg-Wilmersdorf,Accident with serious injuries,Others,Others,Daylight,Wet/moist/slippery,1727,343592.0
10602,10602,199905,5,Kurstraße,2019,10,20,6,3,6,7,2,0,1,1,0,0,0,1.0,Spandau,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Dark,Wet/moist/slippery,798,245197.0
10603,10603,199906,7,Nollendorfplatz,2019,10,19,6,3,6,2,2,0,1,1,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery,1241,350984.0
10604,10604,199907,10,Mahlsdorf Süd,2019,9,12,6,2,0,1,0,0,0,0,1,0,0,1.0,Marzahn-Hellersdorf,Accident with serious injuries,Others,Driving accident,Daylight,Wet/moist/slippery,586,269967.0
10605,10605,199908,5,Adamstraße,2019,10,19,6,3,5,3,2,0,1,0,0,0,0,1.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Wet/moist/slippery,798,245197.0
10606,10606,199909,2,Graefekiez,2019,9,8,6,3,6,4,0,1,0,1,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Wet/moist/slippery,1381,290386.0
10607,10607,199910,1,Humboldthain Süd,2019,10,17,6,3,0,1,0,0,0,0,1,0,0,1.0,Mitte,Accident with minor injuries,Others,Driving accident,Daylight,Wet/moist/slippery,2215,385748.0
10608,10608,199911,7,Rathausstraße,2019,9,7,6,3,0,4,0,1,0,1,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Others,Pedestrian crossing accident,Daylight,Wet/moist/slippery,1241,350984.0
10609,10609,199912,1,Wilhelmstraße,2019,10,18,6,3,5,7,0,0,1,0,1,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Wet/moist/slippery,2215,385748.0
10610,10610,199913,6,Berlepschstraße,2019,9,18,5,3,5,2,0,0,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,851,310071.0
10611,10611,199914,4,Jungfernheide,2019,10,17,6,3,5,3,1,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Wet/moist/slippery,1727,343592.0
10612,10612,199915,5,Tiefwerder,2019,10,16,6,3,2,6,0,0,1,0,0,0,0,1.0,Spandau,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,798,245197.0
10613,10613,199916,2,Oranienplatz,2019,9,21,5,3,5,2,2,1,0,0,0,0,1,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry,1381,290386.0
10614,10614,199917,4,Forst Grunewald,2019,9,11,5,3,9,1,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Departure from the roadway to the left,Driving accident,Daylight,Dry,1727,343592.0
10615,10615,199918,2,Lausitzer Platz,2019,10,16,6,3,5,3,0,1,1,0,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,1381,290386.0
10616,10616,199919,4,Amtsgerichtsplatz,2019,9,11,5,3,2,6,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
10617,10617,199920,3,Buchholz,2019,10,15,6,3,0,5,0,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Others,Accident involving parked vehicles,Daylight,Dry,1219,409335.0
10618,10618,199921,6,Schütte-Lanz-Straße,2019,9,13,5,2,5,5,0,0,1,0,1,0,0,0.0,Steglitz-Zehlendorf,Accident with serious injuries,Collision with a turning/crossing vehicle,Accident involving parked vehicles,Daylight,Dry,851,310071.0
10619,10619,199922,1,Humboldthain Süd,2019,10,14,6,3,0,1,0,0,0,0,1,0,0,1.0,Mitte,Accident with minor injuries,Others,Driving accident,Daylight,Wet/moist/slippery,2215,385748.0
10620,10620,199923,4,Binger Straße,2019,9,12,5,2,0,7,0,0,1,0,0,0,1,0.0,Charlottenburg-Wilmersdorf,Accident with serious injuries,Others,Others,Daylight,Dry,1727,343592.0
10621,10621,199924,3,Weißenseer Spitze,2019,10,14,6,3,5,2,0,0,1,0,0,0,0,1.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,1219,409335.0
10622,10622,199925,5,Jägerallee,2019,9,12,5,2,5,2,0,1,1,0,0,0,0,0.0,Spandau,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,798,245197.0
