,Unnamed: 0,object id,district,street,year,month,hour of day,weekday,category,accident type,accident type 2,light situation,bike involved,car involved,pedestrian involved,motor bike involved,big track involved,other vehicle involved,road condition,district name,category name,accident detail,accident type detail,light condition,road condition detail,accident count by district,est. population
0,0,49090,12,Wittenau Süd,2019,1,13,6,3,5,3,0,1,1,0,0,0,0,1.0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,867,266408.0
1,1,49091,3,Pankow Süd,2019,1,9,5,3,5,3,0,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1219,409335.0
2,2,49093,12,Breitkopfbecken,2019,3,21,6,3,0,1,2,1,0,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Others,Driving accident,Dark,Dry,867,266408.0
3,3,49096,6,Nikolassee,2019,1,7,6,2,6,4,1,0,1,1,0,0,0,1.0,Steglitz-Zehlendorf,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Twilight,Wet/moist/slippery,851,310071.0
4,4,49097,7,Grazer Platz,2019,2,15,3,3,2,6,0,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1241,350984.0
5,5,49100,5,Börnicker Straße,2019,1,7,5,3,2,6,2,0,1,0,0,0,0,1.0,Spandau,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,798,245197.0
6,6,49101,5,Weinmeisterhornweg,2019,1,8,3,3,6,6,0,0,1,1,0,0,0,0.0,Spandau,Accident with minor injuries,Collision between vehicle and pedestrian,Collision involving vehicles going in the same way,Daylight,Dry,798,245197.0
7,7,49105,2,Samariterviertel,2019,1,7,5,3,6,2,0,0,1,1,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Wet/moist/slippery,1381,290386.0
8,8,49106,5,Weinmeisterhornweg,2019,2,18,1,3,5,2,2,0,1,0,0,0,0,0.0,Spandau,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry,798,245197.0
9,9,49109,7,Fritz-Werner-Straße,2019,1,17,5,3,3,2,2,0,1,0,0,0,1,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Turning accident,Dark,Dry,1241,350984.0
10,10,49111,7,Lindenhofsiedlung,2019,1,18,5,3,2,6,2,0,1,0,0,0,1,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,1241,350984.0
11,11,49114,4,Brabanter Platz,2019,1,16,5,2,0,1,2,0,0,0,1,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with serious injuries,Others,Driving accident,Dark,Dry,1727,343592.0
12,12,49115,4,Jungfernheide,2019,2,12,6,3,2,6,0,0,0,0,0,1,1,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
13,13,49118,1,Leipziger Straße,2019,3,13,5,3,2,6,0,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,2215,385748.0
14,14,49121,4,Güterbahnhof Grunewald,2019,1,17,4,3,2,6,2,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1727,343592.0
15,15,49124,1,Unter den Linden Nord,2019,1,12,4,3,2,6,0,0,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,2215,385748.0
16,16,49125,3,Niederschönhausen,2019,1,13,4,3,5,3,0,0,1,0,0,1,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1219,409335.0
17,17,49128,12,Schäfersee,2019,1,17,4,3,6,2,2,0,1,1,0,0,0,1.0,Reinickendorf,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery,867,266408.0
18,18,49131,9,Schnellerstraße,2019,1,6,4,3,3,6,2,0,1,0,1,0,0,1.0,Treptow-Köpenick,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,892,273689.0
19,19,49132,1,Humboldthain Nordwest,2019,2,6,7,2,5,2,2,0,1,0,1,0,0,0.0,Mitte,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry,2215,385748.0
20,20,49135,9,Späthsfelde,2019,1,5,4,3,3,6,2,0,1,0,0,1,0,1.0,Treptow-Köpenick,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,892,273689.0
21,21,49136,1,Unter den Linden Nord,2019,1,11,1,3,5,3,0,1,0,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,2215,385748.0
22,22,49140,2,Samariterviertel,2019,1,8,4,3,5,3,1,1,1,0,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Wet/moist/slippery,1381,290386.0
23,23,49141,12,Wittenau Süd,2019,2,15,6,3,5,3,0,0,1,0,0,0,1,0.0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,867,266408.0
24,24,49144,3,Greifswalder Straße,2019,1,7,4,3,6,4,2,0,1,1,0,0,0,1.0,Pankow,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Wet/moist/slippery,1219,409335.0
25,25,49147,4,Paul-Hertz-Siedlung,2019,1,7,4,3,2,6,2,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1727,343592.0
26,26,49150,6,Nikolassee,2019,1,7,4,2,6,2,2,0,1,1,0,0,0,1.0,Steglitz-Zehlendorf,Accident with serious injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery,851,310071.0
27,27,49151,6,Botanischer Garten,2019,2,18,3,3,2,6,2,0,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,851,310071.0
28,28,49154,6,Düppel,2019,1,9,3,3,2,6,0,0,1,0,0,0,0,1.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,851,310071.0
29,29,49155,7,Rathausstraße,2019,2,10,7,3,2,6,0,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1241,350984.0
30,30,49158,1,Nördlicher Landwehrkanal,2019,1,19,3,3,2,6,2,0,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,2215,385748.0
31,31,49160,2,Boxhagener Platz,2019,1,19,3,3,2,6,2,1,0,0,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1381,290386.0
32,32,49163,7,Fritz-Werner-Straße,2019,1,17,3,3,5,3,2,0,1,0,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Wet/moist/slippery,1241,350984.0
33,33,49164,10,Springpfuhl,2019,2,10,4,2,5,3,0,1,1,0,0,0,0,0.0,Marzahn-Hellersdorf,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,586,269967.0
34,34,49166,4,Stadion Wilmersdorf,2019,3,14,4,3,2,6,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
35,35,49169,3,Rennbahnstraße,2019,1,12,3,3,4,1,0,0,1,0,0,0,0,1.0,Pankow,Accident with minor injuries,Collision with oncoming vehicle,Driving accident,Daylight,Wet/moist/slippery,1219,409335.0
36,36,49172,7,Neu-Tempelhof,2019,1,19,2,3,6,4,2,0,0,1,0,0,1,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Wet/moist/slippery,1241,350984.0
37,37,49173,6,Wannsee,2019,1,17,4,2,0,1,2,0,0,0,1,0,0,1.0,Steglitz-Zehlendorf,Accident with serious injuries,Others,Driving accident,Dark,Wet/moist/slippery,851,310071.0
38,38,49178,7,Rathausstraße,2019,1,12,1,3,6,2,0,0,1,1,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry,1241,350984.0
39,39,49179,4,Bismarckallee,2019,2,5,6,3,0,1,1,0,0,0,1,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Others,Driving accident,Twilight,Wet/moist/slippery,1727,343592.0
40,40,49182,2,Samariterviertel,2019,1,11,7,3,5,2,0,0,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1381,290386.0
41,41,49183,1,Unter den Linden Nord,2019,1,11,1,3,5,3,0,1,0,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,2215,385748.0
42,42,49186,12,Teichstraße,2019,1,7,6,3,2,2,1,0,1,0,0,0,0,1.0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Twilight,Wet/moist/slippery,867,266408.0
43,43,49188,9,Späthsfelde,2019,1,19,6,3,2,6,2,0,1,0,0,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,892,273689.0
44,44,49189,7,Kettinger Straße/Schillerstraße,2019,2,12,6,3,5,2,0,1,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1241,350984.0
45,45,49192,3,Pankow Süd,2019,1,18,6,3,5,3,2,1,1,0,0,0,0,1.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Wet/moist/slippery,1219,409335.0
46,46,49194,3,Schönholz,2019,1,20,4,3,5,3,2,1,0,0,0,0,1,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Dark,Dry,1219,409335.0
47,47,49196,7,Kaiser-Wilhelm-Platz,2019,1,18,6,3,1,5,2,1,1,0,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Wet/moist/slippery,1241,350984.0
48,48,49199,6,Fichtenberg,2019,1,18,5,3,5,2,2,1,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry,851,310071.0
49,49,49200,4,Schloßstraße,2019,2,2,7,2,0,1,2,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with serious injuries,Others,Driving accident,Dark,Wet/moist/slippery,1727,343592.0
50,50,49202,1,Alexanderplatzviertel,2019,3,17,7,3,2,7,1,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Others,Twilight,Dry,2215,385748.0
51,51,49205,10,Ringkolonnaden,2019,1,18,4,3,2,6,2,0,1,0,0,0,0,1.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,586,269967.0
52,52,49206,1,Heidestraße,2019,2,16,5,3,0,6,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Daylight,Dry,2215,385748.0
53,53,49209,7,Grazer Platz,2019,1,13,4,3,5,3,0,0,1,0,0,1,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1241,350984.0
54,54,49210,3,Arnimplatz,2019,1,14,2,3,0,2,1,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Others,Turning accident,Twilight,Dry,1219,409335.0
55,55,49216,10,Mahlsdorf Süd,2019,3,16,3,3,5,2,0,0,1,0,0,0,0,0.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,586,269967.0
56,56,49219,8,Buschkrugallee Nord,2019,1,3,4,3,3,6,2,0,1,0,0,1,0,1.0,Neukölln,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,934,329917.0
57,57,49222,2,Askanischer Platz,2019,1,4,3,3,2,6,2,0,1,0,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1381,290386.0
58,58,49223,6,Feuerbachstraße,2019,1,11,3,2,5,2,0,0,1,0,0,0,0,1.0,Steglitz-Zehlendorf,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,851,310071.0
59,59,49228,4,Messegelände,2019,1,5,3,3,9,1,2,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Departure from the roadway to the left,Driving accident,Dark,Wet/moist/slippery,1727,343592.0
60,60,49229,1,Alexanderplatzviertel,2019,2,10,4,1,5,2,0,1,0,0,0,1,0,0.0,Mitte,Accident with fatalities,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,2215,385748.0
61,61,49232,2,Rathaus Yorckstraße,2019,1,2,3,3,2,6,2,0,1,0,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1381,290386.0
62,62,49233,7,Manteuffelstraße,2019,1,21,7,3,2,6,2,0,1,0,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1241,350984.0
63,63,49236,7,Fritz-Werner-Straße,2019,1,14,6,3,5,2,0,1,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1241,350984.0
64,64,49238,9,Am Treptower Park Nord,2019,1,2,3,3,2,4,2,0,1,1,0,0,0,1.0,Treptow-Köpenick,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Pedestrian crossing accident,Dark,Wet/moist/slippery,892,273689.0
65,65,49239,3,Thälmannpark,2019,2,18,5,3,2,6,2,0,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,1219,409335.0
66,66,49248,3,Greifswalder Straße,2019,2,15,6,3,6,2,0,0,1,1,0,0,0,0.0,Pankow,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry,1219,409335.0
67,67,49250,4,Ernst-Reuter-Platz,2019,3,12,6,3,5,2,0,0,0,0,1,0,1,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1727,343592.0
68,68,49254,2,Samariterviertel,2019,2,20,4,3,2,6,2,1,0,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,1381,290386.0
69,69,49258,7,Rathaus Tempelhof,2019,1,23,7,2,9,1,2,0,1,0,0,0,0,1.0,Tempelhof-Schöneberg,Accident with serious injuries,Departure from the roadway to the left,Driving accident,Dark,Wet/moist/slippery,1241,350984.0
70,70,49264,7,Manteuffelstraße,2019,2,6,2,3,2,6,0,0,1,0,0,0,1,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1241,350984.0
71,71,49273,1,Reinickendorfer Straße,2019,2,16,2,3,5,7,0,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry,2215,385748.0
72,72,49277,3,Falkplatz,2019,2,18,4,3,6,4,1,1,0,1,0,0,0,0.0,Pankow,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Twilight,Dry,1219,409335.0
73,73,49283,4,Güterbahnhof Grunewald,2019,1,13,6,3,2,6,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
74,74,49286,3,Thälmannpark,2019,2,19,3,3,1,5,2,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Dry,1219,409335.0
75,75,49289,1,Wilhelmstraße,2019,3,14,7,3,4,6,0,1,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with oncoming vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,2215,385748.0
76,76,49297,6,Wannsee,2019,1,19,5,2,6,4,2,0,1,1,0,0,0,1.0,Steglitz-Zehlendorf,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Wet/moist/slippery,851,310071.0
77,77,49299,2,Wriezener Bahnhof/Entwicklungsgebiet,2019,2,13,5,3,5,3,0,1,0,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1381,290386.0
78,78,49303,7,Grazer Platz,2019,2,16,3,3,2,6,0,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1241,350984.0
79,79,49307,3,Greifswalder Straße,2019,1,12,3,3,5,2,0,1,0,0,0,1,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1219,409335.0
80,80,49312,1,Unter den Linden Nord,2019,2,22,7,3,2,6,2,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,2215,385748.0
81,81,49321,7,Grazer Platz,2019,2,8,5,2,6,2,0,0,1,1,0,0,0,0.0,Tempelhof-Schöneberg,Accident with serious injuries,Collision between vehicle and pedestrian,Turning accident,Daylight,Dry,1241,350984.0
82,82,49323,1,Alexanderplatzviertel,2019,3,22,5,3,2,2,2,1,0,0,0,0,1,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Dark,Dry,2215,385748.0
83,83,49330,4,Park Ruhwald,2019,1,7,4,3,3,6,1,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Twilight,Wet/moist/slippery,1727,343592.0
84,84,49337,3,Komponistenviertel Weißensee,2019,2,14,7,3,5,3,0,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1219,409335.0
85,85,49338,2,Viktoriapark,2019,3,7,6,3,1,1,0,0,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Driving accident,Daylight,Dry,1381,290386.0
86,86,49345,6,Nikolassee,2019,1,12,4,2,2,6,0,0,1,0,0,0,0,1.0,Steglitz-Zehlendorf,Accident with serious injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,851,310071.0
87,87,49350,4,Plötzensee,2019,2,18,1,3,2,6,2,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,1727,343592.0
88,88,49354,7,Kettinger Straße/Schillerstraße,2019,1,7,2,3,2,6,2,0,1,0,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1241,350984.0
89,89,49360,4,Reichsstraße,2019,2,14,7,3,3,6,0,0,1,0,0,0,1,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
90,90,49370,4,Richard-Wagner-Straße,2019,2,19,4,3,2,6,2,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,1727,343592.0
91,91,49372,4,Königin-Elisabeth-Straße,2019,3,12,4,3,2,6,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
92,92,49379,1,Alexanderplatzviertel,2019,1,12,3,3,3,6,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,2215,385748.0
93,93,49385,4,Richard-Wagner-Straße,2019,2,9,5,3,5,7,0,0,1,0,1,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry,1727,343592.0
94,94,49389,4,Richard-Wagner-Straße,2019,1,6,7,3,5,2,1,0,1,0,0,0,1,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Twilight,Dry,1727,343592.0
95,95,49392,12,Waldidyll/Flughafensee,2019,1,10,6,3,2,6,0,0,1,0,0,0,1,1.0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,867,266408.0
96,96,49395,3,Pankow Süd,2019,2,12,6,2,5,2,0,0,1,0,0,0,1,0.0,Pankow,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1219,409335.0
97,97,49404,3,Arnimplatz,2019,1,0,1,3,3,6,2,0,1,0,0,0,0,1.0,Pankow,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1219,409335.0
98,98,49409,3,Erich-Weinert-Straße,2019,2,17,6,3,3,6,1,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Twilight,Dry,1219,409335.0
99,99,49419,4,Klausenerplatz,2019,2,10,2,3,2,6,0,0,1,0,0,1,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
100,100,49421,4,Messegelände,2019,3,8,2,3,3,6,0,0,1,0,0,1,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
101,101,49428,1,Großer Tiergarten,2019,1,10,3,3,5,2,0,0,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Wet/moist/slippery,2215,385748.0
102,102,49434,12,Breitkopfbecken,2019,2,11,4,3,2,2,0,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry,867,266408.0
103,103,49440,1,Alexanderplatzviertel,2019,1,6,5,3,6,2,2,0,1,1,0,0,0,1.0,Mitte,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery,2215,385748.0
104,104,49443,12,Letteplatz,2019,2,16,5,3,2,6,0,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,867,266408.0
105,105,49452,12,Schäfersee,2019,1,17,5,3,3,6,2,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Dry,867,266408.0
106,106,49454,3,Helmholtzplatz,2019,3,23,6,3,5,2,2,0,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry,1219,409335.0
107,107,49458,1,Alexanderplatzviertel,2019,2,18,4,3,2,2,2,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Dark,Dry,2215,385748.0
108,108,49465,3,Bötzowstraße,2019,2,18,6,3,1,5,2,1,0,0,0,0,1,0.0,Pankow,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Dark,Dry,1219,409335.0
109,109,49467,6,Wannsee,2019,3,12,7,3,1,1,0,0,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Driving accident,Daylight,Dry,851,310071.0
110,110,49471,2,Traveplatz,2019,2,15,4,3,3,6,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,1381,290386.0
111,111,49475,4,Jungfernheide,2019,1,11,2,3,3,6,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
112,112,49481,3,Rennbahnstraße,2019,2,15,3,3,5,3,0,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1219,409335.0
113,113,49490,7,Kaiser-Wilhelm-Platz,2019,2,15,3,3,2,6,0,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1241,350984.0
114,114,49493,12,Heiligensee,2019,3,14,6,3,0,7,0,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Others,Others,Daylight,Dry,867,266408.0
